participant.code,subsession.round_number,cash_before_work,cash_before_work_type,work_type,work_profit,work_profit_type,cash_before_health_invest,cash_before_health_invest_type,health_invest_type,health_invest_profit,health_invest_profit_type,cash_before_repay,cash_before_repay_type,repay_type,repay_profit,repay_profit_x,repay_profit_type,cash_before_loan,cash_before_loan_type,loan_type,loan_profit,loan_profit_type,cash_before_invest,cash_before_invest_type,invest_type,invest_profit,invest_profit_type,cash_before_venture,cash_before_venture_type,venture_type,venture_profit,venture_profit_type,cash_before_insurance,cash_before_insurance_type,insurance_type,insurance_profit,insurance_profit_type,cash_before_lottery,cash_before_lottery_type,player.lucky_invest,lottery_type,player.lucky,lottery_profit,lottery_profit_type,cash_before_impact,cash_before_impact_type,impact_type,player.crash_type,impact_profit,impact_profit_type,cash_before_health_impact,cash_before_health_impact_type,health_impact_type,player.health_type,health_impact_profit,health_impact_profit_type,cash_before_preference,cash_before_preference_type,preference_type,preference_profit,preference_profit_type,cash_before_patience,cash_before_patience_type,patience_type,patience_profit,patience_profit_type,player.loss,player.cash,player.total_loans,total,player.treatments,treat5
2dxnce3p,4,56.54,1,0,24,2,80.54,1,2,-10,0,70.54,1,0,0,0,1,70.54,1,1,42.32,2,112.86,1,1,16.93,2,129.79,1,1,0,1,129.79,1,1,-12.979,0,116.811,1,0,0,0,0,1,116.81,1,0,无,0,1,116.81,1,0,无,0,1,116.81,1,2,2.4,2,119.21,1,1,5.6,2,0,124.81,42.32,0,5,1
lqy09jik,4,2.96,1,0,6,2,8.96,1,1,-5,0,3.96,1,0,0,0,1,3.96,1,0,0,1,3.96,1,1,0.05,2,4.01,1,1,-0.5,0,3.51,1,1,-0.351,0,3.159,1,0,0,0,0,1,3.16,1,0,无,0,1,3.16,1,1,小,-7,0,-3.84,0,2,2.4,2,-1.44,0,1,7,2,0,5.56,0,0,5,0
ktiz1h1g,4,-22.65,0,0,-15,0,-37.65,0,0,0,1,-37.65,0,0,0,0,1,-37.65,0,0,0,1,-37.65,0,0,0,1,-37.65,0,0,0,1,-37.65,0,0,0,1,-37.65,0,0,0,0,0,1,-37.65,0,1,小,-5,0,-42.65,0,2,中,-30,0,-72.65,0,5,1.2,2,-71.45,0,1,6.4,2,0,-65.05,2.54,2.31,5,1
ytgj1t65,4,50.24,1,0,-30,0,20.24,1,1,-5,0,15.24,1,0,0,0,1,15.24,1,0,0,1,15.24,1,1,2.29,2,17.53,1,0,0,1,17.53,1,1,-1.753,0,15.777,1,1,1,0,-1,0,14.78,1,0,无,0,1,14.78,1,0,无,0,1,14.78,1,6,0,1,14.78,1,1,6.4,2,1,21.18,24.33,22.12,5,0
z668vjdm,4,17.2,1,0,-3,0,14.2,1,1,-5,0,9.2,1,0,0,0,1,9.2,1,1,5.52,2,14.72,1,1,0.5,2,15.22,1,1,-5,0,10.22,1,1,-1.022,0,9.198,1,1,1,0,-1,0,8.2,1,0,无,0,1,8.2,1,1,小,-7,0,1.2,1,6,16,2,17.2,1,0,5,2,0,22.2,5.52,0,5,1
2be0jkh2,4,18.86,1,0,-30,0,-11.14,0,0,0,1,-11.14,0,0,0,0,1,-11.14,0,0,0,1,-11.14,0,0,0,1,-11.14,0,0,0,1,-11.14,0,0,0,1,-11.14,0,1,1,0,-1,0,-12.14,0,1,小,-5,0,-17.14,0,2,中,-30,0,-47.14,0,4,1.8,2,-45.34,0,1,0,1,1,-45.34,0,0,5,1
s270rho2,4,35.31,1,0,12,2,47.31,1,1,-5,0,42.31,1,0,0,0,1,42.31,1,1,15.56,2,57.87,1,1,0.95,2,58.82,1,1,-5,0,53.82,1,1,-5.382,0,48.438,1,0,0,0,0,1,48.44,1,0,无,0,1,48.44,1,2,中,-21,0,27.44,1,6,16,2,43.44,1,0,11.2,2,0,54.64,18.96,3.09,5,0
kgm6ppuo,4,13.87,1,0,6,2,19.87,1,0,0,1,19.87,1,0,0,0,1,19.87,1,1,0.59,2,20.46,1,1,0.5,2,20.96,1,1,0,1,20.96,1,1,-2.096,0,18.864,1,0,0,0,0,1,18.86,1,0,无,0,1,18.86,1,0,无,0,1,18.86,1,6,0,1,18.86,1,1,0,1,0,18.86,0.69,0.09,5,1
6gir6eim,4,-59.2,0,0,-3,0,-62.2,0,0,0,1,-62.2,0,0,0,0,1,-62.2,0,0,0,1,-62.2,0,0,0,1,-62.2,0,0,0,1,-62.2,0,0,0,1,-62.2,0,1,1,0,-1,0,-63.2,0,0,无,0,1,-63.2,0,1,小,-15,0,-78.2,0,6,0,1,-78.2,0,1,6,2,0,-72.2,0,0,5,1
j4rjykeb,5,-18,0,0,12,2,-6,0,0,0,1,-6,0,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,1,1,0,-1,0,-7,0,1,小,-5,0,-12,0,2,中,-30,0,-42,0,6,0,1,-42,0,1,6.6,2,0,-35.4,0,0,5,1
8cyh64c7,5,-118.9,0,0,3,2,-115.9,0,0,0,1,-115.9,0,0,0,0,1,-115.9,0,0,0,1,-115.9,0,0,0,1,-115.9,0,0,0,1,-115.9,0,0,0,1,-115.9,0,1,1,0,-1,0,-116.9,0,1,小,-5,0,-121.9,0,1,小,-15,0,-136.9,0,2,4.8,2,-132.1,0,1,6.6,2,0,-125.5,0,0,5,1
nxlvuopa,5,41.65,1,0,6,2,47.65,1,1,-5,0,42.65,1,1,-7.656,-7.66,0,34.994,1,1,7,2,41.994,1,1,-1,0,40.994,1,1,0,1,40.994,1,1,-4.0994,0,36.8946,1,1,1,0,-1,0,35.89,1,0,无,0,1,35.89,1,1,小,-7,0,28.89,1,6,8,2,36.89,1,0,11.4,2,0,48.29,7,6.96,5,0
w9vla1hv,5,-99.75,0,0,18,2,-81.75,0,0,0,1,-81.75,0,0,0,0,1,-81.75,0,0,0,1,-81.75,0,0,0,1,-81.75,0,0,0,1,-81.75,0,0,0,1,-81.75,0,0,0,0,0,1,-81.75,0,2,中,-10,0,-91.75,0,1,小,-15,0,-106.75,0,6,8,2,-98.75,0,1,0,1,0,-98.75,0,0,5,1
0k6r6bgl,5,-53.8,0,0,24,2,-29.8,0,0,0,1,-29.8,0,0,0,0,1,-29.8,0,0,0,1,-29.8,0,0,0,1,-29.8,0,0,0,1,-29.8,0,0,0,1,-29.8,0,0,0,0,0,1,-29.8,0,2,中,-10,0,-39.8,0,2,中,-30,0,-69.8,0,5,6.4,2,-63.4,0,1,6.2,2,0,-57.2,0,0,5,1
hq6lddx8,5,13.29,1,0,15,2,28.29,1,2,-10,0,18.29,1,1,-1.55,-1.55,0,16.74,1,1,5.02,2,21.76,1,1,0.5,2,22.26,1,1,2.5,2,24.76,1,1,-2.476,0,22.284,1,1,1,0,-1,0,21.28,1,0,无,0,1,21.28,1,3,大,-25,0,-3.72,0,4,6,2,2.28,1,1,6,2,0,8.28,5.02,1.41,5,1
mh3nw2gr,5,95.55,1,0,15,2,110.55,1,1,-5,0,105.55,1,0,0,0,1,105.55,1,1,16.23,2,121.78,1,1,18,2,139.78,1,1,10,2,149.78,1,1,-14.978,0,134.802,1,1,1,0,-1,0,133.8,1,0,无,0,1,133.8,1,2,中,-21,0,112.8,1,2,1.6,2,114.4,1,1,7,2,0,121.4,40.61,22.16,5,0
sca5toky,5,5.58,1,0,6,2,11.58,1,1,-5,0,6.58,1,1,-1.6,-1.6,0,4.98,1,1,1.75,2,6.73,1,1,-0.04,0,6.69,1,1,0.3,2,6.99,1,1,-0.699,0,6.291,1,0.01,1,0,-0.01,0,6.28,1,0,无,0,1,6.28,1,1,小,-7,0,-0.72,0,3,1.4,2,0.68,1,1,0,1,0,0.68,2.35,2,5,0
8yww2xfk,5,-135.9,0,0,0,1,-135.9,0,0,0,1,-135.9,0,0,0,0,1,-135.9,0,0,0,1,-135.9,0,0,0,1,-135.9,0,0,0,1,-135.9,0,0,0,1,-135.9,0,1,1,0,-1,0,-136.9,0,3,大,-15,0,-151.9,0,3,大,-50,0,-201.9,0,2,1.6,2,-200.3,0,0,5,2,0,-195.3,0,0,5,1
7qaw85j9,5,44.09,1,0,24,2,68.09,1,2,-10,0,58.09,1,1,-4.686,-4.69,0,53.404,1,0,0,1,53.404,1,1,3,2,56.404,1,1,30,2,86.404,1,1,-8.6404,0,77.7636,1,0,0,0,0,1,77.76,1,0,无,0,1,77.76,1,1,小,-5,0,72.76,1,6,8,2,80.76,1,1,5.4,2,0,86.16,0,4.26,5,0
2dxnce3p,5,124.81,1,0,21,2,145.81,1,2,-10,0,135.81,1,0,0,0,1,135.81,1,1,7.01,2,142.82,1,1,7.14,2,149.96,1,1,30,2,179.96,1,1,-17.996,0,161.964,1,0,0,0,0,1,161.96,1,0,无,0,1,161.96,1,1,小,-5,0,156.96,1,3,1.4,2,158.36,1,1,5.2,2,0,163.56,53.56,42.32,5,1
lqy09jik,5,5.56,1,0,9,2,14.56,1,2,-10,0,4.56,1,0,0,0,1,4.56,1,0,0,1,4.56,1,1,0.1,2,4.66,1,1,1.5,2,6.16,1,1,-0.616,0,5.544,1,0,0,0,0,1,5.54,1,0,无,0,1,5.54,1,2,中,-15,0,-9.46,0,3,1.4,2,-8.06,0,0,11.2,2,0,3.14,0,0,5,0
ktiz1h1g,5,-65.05,0,0,6,2,-59.05,0,0,0,1,-59.05,0,0,0,0,1,-59.05,0,0,0,1,-59.05,0,0,0,1,-59.05,0,0,0,1,-59.05,0,0,0,1,-59.05,0,1,1,0,-1,0,-60.05,0,1,小,-5,0,-65.05,0,0,无,0,1,-65.05,0,6,0,1,-65.05,0,1,7,2,0,-58.05,2.79,2.54,5,1
ytgj1t65,5,21.18,1,1,18,2,39.18,1,1,-5,0,34.18,1,0,0,0,1,34.18,1,0,0,1,34.18,1,1,3.42,2,37.6,1,0,0,1,37.6,1,1,-3.76,0,33.84,1,1,1,0,-1,0,32.84,1,0,无,0,1,32.84,1,1,小,-7,0,25.84,1,6,0,1,25.84,1,1,6.2,2,0,32.04,26.76,24.33,5,0
z668vjdm,5,22.2,1,0,0,1,22.2,1,1,-5,0,17.2,1,0,0,0,1,17.2,1,1,0.61,2,17.81,1,1,2.25,2,20.06,1,1,22.5,2,42.56,1,1,-4.256,0,38.304,1,1,1,0,-1,0,37.3,1,0,无,0,1,37.3,1,2,中,-21,0,16.3,1,5,0.8,2,17.1,1,0,5,2,0,22.1,6.68,5.52,5,1
2be0jkh2,5,-45.34,0,1,-3,0,-48.34,0,0,0,1,-48.34,0,0,0,0,1,-48.34,0,0,0,1,-48.34,0,0,0,1,-48.34,0,0,0,1,-48.34,0,0,0,1,-48.34,0,1,1,0,-1,0,-49.34,0,2,中,-10,0,-59.34,0,1,小,-15,0,-74.34,0,1,3.8,2,-70.54,0,1,5.2,2,0,-65.34,0,0,5,1
s270rho2,5,54.64,1,0,12,2,66.64,1,1,-5,0,61.64,1,1,-20.856,-20.86,0,40.784,1,1,16.31,2,57.094,1,1,6,2,63.094,1,1,-10,0,53.094,1,1,-5.3094,0,47.7846,1,0,0,0,0,1,47.78,1,0,无,0,1,47.78,1,3,大,-35,0,12.78,1,6,8,2,20.78,1,1,0,1,0,20.78,16.31,18.96,5,0
kgm6ppuo,5,18.86,1,0,9,2,27.86,1,0,0,1,27.86,1,0,0,0,1,27.86,1,1,1.36,2,29.22,1,1,-0.5,0,28.72,1,1,0,1,28.72,1,1,-2.872,0,25.848,1,1,1,0,-1,0,24.85,1,0,无,0,1,24.85,1,2,中,-30,0,-5.15,0,6,8,2,2.85,1,1,6.4,2,0,9.25,2.12,0.69,5,1
6gir6eim,5,-72.2,0,0,-9,0,-81.2,0,0,0,1,-81.2,0,0,0,0,1,-81.2,0,0,0,1,-81.2,0,0,0,1,-81.2,0,0,0,1,-81.2,0,0,0,1,-81.2,0,1,1,1,79,2,-2.2,0,3,大,-15,0,-17.2,0,1,小,-15,0,-32.2,0,6,0,1,-32.2,0,1,5.8,2,0,-26.4,0,0,5,1
j4rjykeb,6,-35.4,0,0,18,2,-17.4,0,0,0,1,-17.4,0,0,0,0,1,-17.4,0,0,0,1,-17.4,0,0,0,1,-17.4,0,0,0,1,-17.4,0,0,0,1,-17.4,0,1,1,0,-1,0,-18.4,0,0,无,0,1,-18.4,0,2,中,-30,0,-48.4,0,6,0,1,-48.4,0,1,6.8,2,0,-41.6,0,0,5,1
8cyh64c7,6,-125.5,0,0,0,1,-125.5,0,0,0,1,-125.5,0,0,0,0,1,-125.5,0,0,0,1,-125.5,0,0,0,1,-125.5,0,0,0,1,-125.5,0,0,0,1,-125.5,0,0,0,0,0,1,-125.5,0,0,无,0,1,-125.5,0,3,大,-50,0,-175.5,0,4,3,2,-172.5,0,1,6.6,2,0,-165.9,0,0,5,1
nxlvuopa,6,48.29,1,0,15,2,63.29,1,1,-5,0,58.29,1,0,0,0,1,58.29,1,1,10.12,2,68.41,1,1,4,2,72.41,1,1,0,1,72.41,1,1,-7.241,0,65.169,1,1,1,0,-1,0,64.17,1,0,无,0,1,64.17,1,3,大,-35,0,29.17,1,6,0,1,29.17,1,0,5,2,0,34.17,17.82,7,5,0
w9vla1hv,6,-98.75,0,0,15,2,-83.75,0,0,0,1,-83.75,0,0,0,0,1,-83.75,0,0,0,1,-83.75,0,0,0,1,-83.75,0,0,0,1,-83.75,0,0,0,1,-83.75,0,0,0,0,0,1,-83.75,0,2,中,-10,0,-93.75,0,2,中,-30,0,-123.75,0,6,20,2,-103.75,0,1,6.2,2,0,-97.55,0,0,5,1
0k6r6bgl,6,-57.2,0,0,-30,0,-87.2,0,0,0,1,-87.2,0,0,0,0,1,-87.2,0,0,0,1,-87.2,0,0,0,1,-87.2,0,0,0,1,-87.2,0,0,0,1,-87.2,0,0,0,0,0,1,-87.2,0,0,无,0,1,-87.2,0,1,小,-15,0,-102.2,0,4,3,2,-99.2,0,0,11.8,2,1,-87.4,0,0,5,1
hq6lddx8,6,8.28,1,0,18,2,26.28,1,2,-10,0,16.28,1,1,-5.52,-5.52,0,10.76,1,1,2.15,2,12.91,1,1,0.3,2,13.21,1,1,4,2,17.21,1,1,-1.721,0,15.489,1,1,1,0,-1,0,14.49,1,0,无,0,1,14.49,1,1,小,-5,0,9.49,1,3,3.5,2,12.99,1,1,6.2,2,0,19.19,2.15,5.02,5,1
mh3nw2gr,6,121.4,1,0,18,2,139.4,1,1,-5,0,134.4,1,1,-44.67,-44.67,0,89.73,1,1,8.97,2,98.7,1,1,4.75,2,103.45,1,1,10,2,113.45,1,1,-11.345,0,102.105,1,1,1,0,-1,0,101.11,1,0,无,0,1,101.11,1,1,小,-7,0,94.11,1,2,12,2,106.11,1,1,7,2,0,113.11,8.97,40.61,5,0
sca5toky,6,0.68,1,0,24,2,24.68,1,1,-5,0,19.68,1,1,-2.585,-2.59,0,17.095,1,1,1.71,2,18.805,1,1,-0.1,0,18.705,1,1,-2,0,16.705,1,1,-1.6705,0,15.0345,1,0.01,1,0,-0.01,0,15.02,1,0,无,0,1,15.02,1,1,小,-7,0,8.02,1,4,15,2,23.02,1,0,11.6,2,0,34.62,1.71,2.35,5,0
8yww2xfk,6,-195.3,0,0,3,2,-192.3,0,0,0,1,-192.3,0,0,0,0,1,-192.3,0,0,0,1,-192.3,0,0,0,1,-192.3,0,0,0,1,-192.3,0,0,0,1,-192.3,0,1,1,0,-1,0,-193.3,0,0,无,0,1,-193.3,0,1,小,-15,0,-208.3,0,1,4.5,2,-203.8,0,0,5,2,0,-198.8,0,0,5,1
7qaw85j9,6,86.16,1,0,30,2,116.16,1,2,-10,0,106.16,1,0,0,0,1,106.16,1,0,0,1,106.16,1,1,9,2,115.16,1,1,0,1,115.16,1,1,-11.516,0,103.644,1,0,0,0,0,1,103.64,1,0,无,0,1,103.64,1,3,大,-25,0,78.64,1,4,3,2,81.64,1,1,5.8,2,0,87.44,0,0,5,0
2dxnce3p,6,163.56,1,0,12,2,175.56,1,2,-10,0,165.56,1,0,0,0,1,165.56,1,1,5.06,2,170.62,1,1,17.06,2,187.68,1,1,-15,0,172.68,1,1,-17.268,0,155.412,1,0,0,0,0,1,155.41,1,0,无,0,1,155.41,1,1,小,-5,0,150.41,1,2,4,2,154.41,1,1,5.2,2,0,159.61,63.98,53.56,5,1
lqy09jik,6,3.14,1,0,6,2,9.14,1,1,-5,0,4.14,1,0,0,0,1,4.14,1,1,2.48,2,6.62,1,1,0.3,2,6.92,1,1,0,1,6.92,1,1,-0.692,0,6.228,1,0.01,1,0,-0.01,0,6.22,1,0,无,0,1,6.22,1,0,无,0,1,6.22,1,2,12,2,18.22,1,1,0,1,0,18.22,2.48,0,5,0
ktiz1h1g,6,-58.05,0,0,12,2,-46.05,0,0,0,1,-46.05,0,0,0,0,1,-46.05,0,0,0,1,-46.05,0,0,0,1,-46.05,0,0,0,1,-46.05,0,0,0,1,-46.05,0,0,0,0,0,1,-46.05,0,1,小,-5,0,-51.05,0,1,小,-15,0,-66.05,0,6,20,2,-46.05,0,1,7,2,0,-39.05,3.07,2.79,5,1
ytgj1t65,6,32.04,1,0,15,2,47.04,1,1,-5,0,42.04,1,0,0,0,1,42.04,1,0,0,1,42.04,1,1,6.31,2,48.35,1,0,0,1,48.35,1,1,-4.835,0,43.515,1,1,1,0,-1,0,42.52,1,0,无,0,1,42.52,1,2,中,-21,0,21.52,1,6,20,2,41.52,1,0,11.4,2,0,52.92,29.44,26.76,5,0
z668vjdm,6,22.1,1,0,-30,0,-7.9,0,0,0,1,-7.9,0,0,0,0,1,-7.9,0,0,0,1,-7.9,0,0,0,1,-7.9,0,0,0,1,-7.9,0,0,0,1,-7.9,0,1,1,0,-1,0,-8.9,0,1,小,-5,0,-13.9,0,1,小,-15,0,-28.9,0,6,20,2,-8.9,0,0,5,2,1,-3.9,7.35,6.68,5,1
2be0jkh2,6,-65.34,0,0,-6,0,-71.34,0,0,0,1,-71.34,0,0,0,0,1,-71.34,0,0,0,1,-71.34,0,0,0,1,-71.34,0,0,0,1,-71.34,0,0,0,1,-71.34,0,1,1,0,-1,0,-72.34,0,1,小,-5,0,-77.34,0,1,小,-15,0,-92.34,0,6,20,2,-72.34,0,0,12,2,0,-60.34,0,0,5,1
s270rho2,6,20.78,1,0,15,2,35.78,1,1,-5,0,30.78,1,1,-17.94,-17.94,0,12.84,1,0,0,1,12.84,1,1,1,2,13.84,1,1,7.5,2,21.34,1,1,-2.134,0,19.206,1,0,0,0,0,1,19.21,1,0,无,0,1,19.21,1,2,中,-21,0,-1.79,0,6,0,1,-1.79,0,0,11.6,2,0,9.81,0,16.31,5,0
kgm6ppuo,6,9.25,1,0,3,2,12.25,1,1,-5,0,7.25,1,0,0,0,1,7.25,1,0,0,1,7.25,1,1,-0.25,0,7,1,1,3,2,10,1,1,-1,0,9,1,0,0,0,0,1,9,1,0,无,0,1,9,1,0,无,0,1,9,1,6,20,2,29,1,1,7,2,0,36,2.33,2.12,5,1
6gir6eim,6,-26.4,0,0,9,2,-17.4,0,0,0,1,-17.4,0,0,0,0,1,-17.4,0,0,0,1,-17.4,0,0,0,1,-17.4,0,0,0,1,-17.4,0,0,0,1,-17.4,0,1,1,0,-1,0,-18.4,0,1,小,-5,0,-23.4,0,1,小,-15,0,-38.4,0,6,20,2,-18.4,0,1,6,2,0,-12.4,0,0,5,1
j4rjykeb,7,-41.6,0,0,12,2,-29.6,0,0,0,1,-29.6,0,0,0,0,1,-29.6,0,0,0,1,-29.6,0,0,0,1,-29.6,0,0,0,1,-29.6,0,0,0,1,-29.6,0,1,1,0,-1,0,-30.6,0,0,无,0,1,-30.6,0,1,小,-15,0,-45.6,0,6,16,2,-29.6,0,1,6.8,2,0,-22.8,0,0,5,1
8cyh64c7,7,-165.9,0,0,9,2,-156.9,0,0,0,1,-156.9,0,0,0,0,1,-156.9,0,0,0,1,-156.9,0,0,0,1,-156.9,0,0,0,1,-156.9,0,0,0,1,-156.9,0,0,0,0,0,1,-156.9,0,0,无,0,1,-156.9,0,2,中,-30,0,-186.9,0,2,3.2,2,-183.7,0,0,11.6,2,0,-172.1,0,0,5,1
nxlvuopa,7,34.17,1,0,9,2,43.17,1,1,-5,0,38.17,1,1,-19.6,-19.6,0,18.57,1,1,1.86,2,20.43,1,1,0.5,2,20.93,1,1,5,2,25.93,1,1,-2.593,0,23.337,1,0,0,0,0,1,23.34,1,0,无,0,1,23.34,1,0,无,0,1,23.34,1,6,16,2,39.34,1,1,0,1,0,39.34,1.86,17.82,5,0
w9vla1hv,7,-97.55,0,0,18,2,-79.55,0,0,0,1,-79.55,0,0,0,0,1,-79.55,0,0,0,1,-79.55,0,0,0,1,-79.55,0,0,0,1,-79.55,0,0,0,1,-79.55,0,0,0,0,0,1,-79.55,0,2,中,-10,0,-89.55,0,1,小,-15,0,-104.55,0,6,0,1,-104.55,0,1,6,2,0,-98.55,0,0,5,1
0k6r6bgl,7,-87.4,0,1,15,2,-72.4,0,0,0,1,-72.4,0,0,0,0,1,-72.4,0,0,0,1,-72.4,0,0,0,1,-72.4,0,0,0,1,-72.4,0,0,0,1,-72.4,0,0,0,0,0,1,-72.4,0,2,中,-10,0,-82.4,0,1,小,-15,0,-97.4,0,4,12,2,-85.4,0,1,0,1,0,-85.4,0,0,5,1
hq6lddx8,7,19.19,1,0,12,2,31.19,1,2,-10,0,21.19,1,1,-2.365,-2.37,0,18.825,1,1,5.65,2,24.475,1,1,0.3,2,24.775,1,1,0,1,24.775,1,1,-2.4775,0,22.2975,1,1,1,0,-1,0,21.29,1,0,无,0,1,21.29,1,2,中,-15,0,6.29,1,5,1.6,2,7.89,1,0,12,2,0,19.89,5.65,2.15,5,1
mh3nw2gr,7,113.11,1,0,18,2,131.11,1,1,-5,0,126.11,1,1,-9.867,-9.87,0,116.243,1,1,23.25,2,139.493,1,1,6.75,2,146.243,1,1,7.5,2,153.743,1,1,-15.3743,0,138.3687,1,1,1,0,-1,0,137.37,1,0,无,0,1,137.37,1,1,小,-7,0,130.37,1,2,3.2,2,133.57,1,0,11.2,2,0,144.77,23.25,8.97,5,0
sca5toky,7,34.62,1,0,21,2,55.62,1,1,-5,0,50.62,1,1,-1.88,-1.88,0,48.74,1,1,3.9,2,52.64,1,1,0.3,2,52.94,1,1,-3,0,49.94,1,1,-4.994,0,44.946,1,0.01,1,0,-0.01,0,44.94,1,0,无,0,1,44.94,1,1,小,-7,0,37.94,1,2,3.2,2,41.14,1,1,0,1,0,41.14,3.9,1.71,5,0
8yww2xfk,7,-198.8,0,0,6,2,-192.8,0,0,0,1,-192.8,0,0,0,0,1,-192.8,0,0,0,1,-192.8,0,0,0,1,-192.8,0,0,0,1,-192.8,0,0,0,1,-192.8,0,1,1,0,-1,0,-193.8,0,3,大,-15,0,-208.8,0,1,小,-15,0,-223.8,0,0,4,2,-219.8,0,0,5,2,0,-214.8,0,0,5,1
7qaw85j9,7,87.44,1,0,27,2,114.44,1,2,-10,0,104.44,1,0,0,0,1,104.44,1,0,0,1,104.44,1,1,6,2,110.44,1,1,15,2,125.44,1,1,-12.544,0,112.896,1,0,0,0,0,1,112.9,1,0,无,0,1,112.9,1,0,无,0,1,112.9,1,4,12,2,124.9,1,1,7,2,0,131.9,0,0,5,0
2dxnce3p,7,159.61,1,0,21,2,180.61,1,2,-10,0,170.61,1,0,0,0,1,170.61,1,0,0,1,170.61,1,1,25.59,2,196.2,1,1,15,2,211.2,1,1,-21.12,0,190.08,1,0,0,0,0,1,190.08,1,0,无,0,1,190.08,1,1,小,-5,0,185.08,1,1,7.6,2,192.68,1,0,10.4,2,0,203.08,70.38,63.98,5,1
lqy09jik,7,18.22,1,0,6,2,24.22,1,1,-5,0,19.22,1,1,-2.728,-2.73,0,16.492,1,1,9.89,2,26.382,1,1,1,2,27.382,1,1,2.5,2,29.882,1,1,-2.9882,0,26.8938,1,0,0,0,0,1,26.89,1,0,无,0,1,26.89,1,1,小,-7,0,19.89,1,2,9.6,2,29.49,1,1,6.4,2,0,35.89,9.89,2.48,5,0
ktiz1h1g,7,-39.05,0,0,12,2,-27.05,0,0,0,1,-27.05,0,0,0,0,1,-27.05,0,0,0,1,-27.05,0,0,0,1,-27.05,0,0,0,1,-27.05,0,0,0,1,-27.05,0,0,0,0,0,1,-27.05,0,1,小,-5,0,-32.05,0,0,无,0,1,-32.05,0,6,0,1,-32.05,0,1,5.2,2,0,-26.85,3.38,3.07,5,1
ytgj1t65,7,52.92,1,0,15,2,67.92,1,1,-5,0,62.92,1,0,0,0,1,62.92,1,0,0,1,62.92,1,1,-3.15,0,59.77,1,0,0,1,59.77,1,1,-5.977,0,53.793,1,1,1,0,-1,0,52.79,1,0,无,0,1,52.79,1,1,小,-7,0,45.79,1,6,16,2,61.79,1,1,5,2,0,66.79,32.38,29.44,5,0
z668vjdm,7,-3.9,0,1,-30,0,-33.9,0,0,0,1,-33.9,0,1,-8.085,-8.09,0,-41.985,0,0,0,1,-41.985,0,0,0,1,-41.985,0,0,0,1,-41.985,0,0,0,1,-41.985,0,1,1,0,-1,0,-42.99,0,2,中,-10,0,-52.99,0,1,小,-15,0,-67.99,0,6,16,2,-51.99,0,1,0,1,1,-51.99,0,7.35,5,1
2be0jkh2,7,-60.34,0,0,0,1,-60.34,0,0,0,1,-60.34,0,0,0,0,1,-60.34,0,0,0,1,-60.34,0,0,0,1,-60.34,0,0,0,1,-60.34,0,0,0,1,-60.34,0,1,1,0,-1,0,-61.34,0,2,中,-10,0,-71.34,0,1,小,-15,0,-86.34,0,5,12.8,2,-73.54,0,1,0,1,0,-73.54,0,0,5,1
s270rho2,7,9.81,1,0,21,2,30.81,1,1,-5,0,25.81,1,0,0,0,1,25.81,1,0,0,1,25.81,1,1,0.25,2,26.06,1,1,2.5,2,28.56,1,1,-2.856,0,25.704,1,0,0,0,0,1,25.7,1,0,无,0,1,25.7,1,1,小,-7,0,18.7,1,6,16,2,34.7,1,1,0,1,0,34.7,0,0,5,0
kgm6ppuo,7,36,1,0,3,2,39,1,0,0,1,39,1,1,-1,-1,0,38,1,1,3.64,2,41.64,1,1,-1,0,40.64,1,1,0,1,40.64,1,1,-4.064,0,36.576,1,0,0,0,0,1,36.58,1,0,无,0,1,36.58,1,1,小,-15,0,21.58,1,6,0,1,21.58,1,0,12,2,0,33.58,5.2,2.33,5,1
6gir6eim,7,-12.4,0,0,6,2,-6.4,0,0,0,1,-6.4,0,0,0,0,1,-6.4,0,0,0,1,-6.4,0,0,0,1,-6.4,0,0,0,1,-6.4,0,0,0,1,-6.4,0,1,1,0,-1,0,-7.4,0,1,小,-5,0,-12.4,0,3,大,-50,0,-62.4,0,6,16,2,-46.4,0,1,5.4,2,0,-41,0,0,5,1
j4rjykeb,8,-22.8,0,0,6,2,-16.8,0,0,0,1,-16.8,0,0,0,0,1,-16.8,0,0,0,1,-16.8,0,0,0,1,-16.8,0,0,0,1,-16.8,0,0,0,1,-16.8,0,1,1,0,-1,0,-17.8,0,1,小,-5,0,-22.8,0,3,大,-50,0,-72.8,0,6,0,1,-72.8,0,1,6,2,0,-66.8,0,0,5,1
8cyh64c7,8,-172.1,0,0,0,1,-172.1,0,0,0,1,-172.1,0,0,0,0,1,-172.1,0,0,0,1,-172.1,0,0,0,1,-172.1,0,0,0,1,-172.1,0,0,0,1,-172.1,0,0,0,0,0,1,-172.1,0,1,小,-5,0,-177.1,0,2,中,-30,0,-207.1,0,1,5.4,2,-201.7,0,1,0,1,0,-201.7,0,0,5,1
nxlvuopa,8,39.34,1,0,12,2,51.34,1,1,-5,0,46.34,1,0,0,0,1,46.34,1,0,0,1,46.34,1,1,3.75,2,50.09,1,1,30,2,80.09,1,1,-8.009,0,72.081,1,0,0,0,0,1,72.08,1,0,无,0,1,72.08,1,1,小,-7,0,65.08,1,6,24,2,89.08,1,1,6.8,2,0,95.88,2.05,1.86,5,0
