participant.code,subsession.round_number,cash_before_work,cash_before_work_type,work_type,work_profit,work_profit_type,cash_before_health_invest,cash_before_health_invest_type,health_invest_type,health_invest_profit,health_invest_profit_type,cash_before_repay,cash_before_repay_type,repay_type,repay_profit,repay_profit_x,repay_profit_type,cash_before_loan,cash_before_loan_type,loan_type,loan_profit,loan_profit_type,cash_before_invest,cash_before_invest_type,invest_type,invest_profit,invest_profit_type,cash_before_venture,cash_before_venture_type,venture_type,venture_profit,venture_profit_type,cash_before_insurance,cash_before_insurance_type,insurance_type,insurance_profit,insurance_profit_type,cash_before_lottery,cash_before_lottery_type,player.lucky_invest,lottery_type,player.lucky,lottery_profit,lottery_profit_type,cash_before_impact,cash_before_impact_type,impact_type,player.crash_type,impact_profit,impact_profit_type,cash_before_health_impact,cash_before_health_impact_type,health_impact_type,player.health_type,health_impact_profit,health_impact_profit_type,cash_before_preference,cash_before_preference_type,preference_type,preference_profit,preference_profit_type,cash_before_patience,cash_before_patience_type,patience_type,patience_profit,patience_profit_type,player.loss,player.cash,player.total_loans,total,player.treatments,treat5
519slsew,11,0,0,0,-3,0,-3,0,0,0,1,-3,0,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,1,1,0,-1,0,-4,0,2,中,-10,0,-14,0,2,中,-30,0,-44,0,6,20,2,-24,0,0,5,2,0,-19,0,0,2,0
8tid5gfd,11,429.91,1,0,24,2,453.91,1,1,-5,0,448.91,1,1,-146.278,-146.28,0,302.632,1,1,181.58,2,484.212,1,1,-24.21,0,460.002,1,1,125,2,585.002,1,1,-58.5002,0,526.5018,1,1,1,0,-1,0,525.5,1,0,无,0,1,525.5,1,0,无,0,1,525.5,1,4,3,2,528.5,1,1,0,1,0,528.5,181.58,132.98,2,0
keqepf0m,11,121.23,1,0,15,2,136.23,1,1,-5,0,131.23,1,1,-59.917,-59.92,0,71.313,1,1,42.79,2,114.103,1,1,7,2,121.103,1,1,10,2,131.103,1,1,-13.1103,0,117.9927,1,1,1,0,-1,0,116.99,1,0,无,0,1,116.99,1,1,小,-7,0,109.99,1,2,4,2,113.99,1,1,6.8,2,0,120.79,42.79,54.47,2,0
387fhffi,11,64.46,1,0,18,2,82.46,1,1,-5,0,77.46,1,0,0,0,1,77.46,1,0,0,1,77.46,1,1,10.5,2,87.96,1,1,10.5,2,98.46,1,1,-9.846,0,88.614,1,1,1,0,-1,0,87.61,1,0,无,0,1,87.61,1,1,小,-7,0,80.61,1,4,3,2,83.61,1,1,6,2,0,89.61,0,0,2,0
scbb77jn,11,107.44,1,0,24,2,131.44,1,1,-5,0,126.44,1,0,0,0,1,126.44,1,0,0,1,126.44,1,1,3,2,129.44,1,1,5,2,134.44,1,1,-13.444,0,120.996,1,0.5,1,0,-0.5,0,120.5,1,0,无,0,1,120.5,1,2,中,-21,0,99.5,1,6,0,1,99.5,1,0,11.2,2,0,110.7,0,0,2,0
9t5yap6j,11,94.93,1,0,-30,0,64.93,1,1,-5,0,59.93,1,0,0,0,1,59.93,1,0,0,1,59.93,1,1,-0.1,0,59.83,1,1,1,2,60.83,1,1,-6.083,0,54.747,1,0.01,1,0,-0.01,0,54.74,1,0,无,0,1,54.74,1,1,小,-7,0,47.74,1,2,4,2,51.74,1,0,5,2,1,56.74,0,0,2,0
g91ye1x3,11,0,0,0,27,2,27,1,2,-10,0,17,1,0,0,0,1,17,1,1,3.4,2,20.4,1,1,-0.17,0,20.23,1,1,5,2,25.23,1,1,-2.523,0,22.707,1,1,1,0,-1,0,21.71,1,0,无,0,1,21.71,1,1,小,-5,0,16.71,1,3,3.5,2,20.21,1,0,11.2,2,0,31.41,3.4,0,2,0
fkw475f4,11,22.47,1,0,-30,0,-7.53,0,0,0,1,-7.53,0,0,0,0,1,-7.53,0,0,0,1,-7.53,0,0,0,1,-7.53,0,0,0,1,-7.53,0,0,0,1,-7.53,0,0,0,0,0,1,-7.53,0,1,小,-5,0,-12.53,0,1,小,-15,0,-27.53,0,6,0,1,-27.53,0,1,6.2,2,1,-21.33,4.4,4,2,0
t7uhl32a,11,0,0,0,3,2,3,1,0,0,1,3,1,0,0,0,1,3,1,1,1.8,2,4.8,1,1,-0.09,0,4.71,1,1,-4.71,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,无,0,1,0,0,1,小,-15,0,-15,0,2,4,2,-11,0,0,11.2,2,0,0.2,1.8,0,2,0
1gpsk1od,11,138.61,1,0,18,2,156.61,1,2,-10,0,146.61,1,0,0,0,1,146.61,1,0,0,1,146.61,1,1,21.99,2,168.6,1,1,102,2,270.6,1,1,-27.06,0,243.54,1,0,0,0,0,1,243.54,1,0,无,0,1,243.54,1,1,小,-5,0,238.54,1,6,20,2,258.54,1,1,0,1,0,258.54,0,0,2,0
6l4hmpzv,11,61.14,1,0,12,2,73.14,1,1,-5,0,68.14,1,1,-5,-5,0,63.14,1,1,17.48,2,80.62,1,1,7,2,87.62,1,1,60,2,147.62,1,1,-14.762,0,132.858,1,1,1,0,-1,0,131.86,1,0,无,0,1,131.86,1,1,小,-7,0,124.86,1,6,20,2,144.86,1,1,6.4,2,0,151.26,30.23,16.14,2,0
4c16txm9,11,0,0,0,15,2,15,1,1,-5,0,10,1,0,0,0,1,10,1,1,0.5,2,10.5,1,1,0.3,2,10.8,1,1,-1,0,9.8,1,1,-0.98,0,8.82,1,1,1,0,-1,0,7.82,1,0,无,0,1,7.82,1,1,小,-7,0,0.82,1,5,2,2,2.82,1,1,0,1,0,2.82,0.5,0,2,0
4de7ayta,11,118.48,1,0,6,2,124.48,1,1,-5,0,119.48,1,1,-26.598,-26.6,0,92.882,1,1,18.58,2,111.462,1,1,8,2,119.462,1,1,7.5,2,126.962,1,1,-12.6962,0,114.2658,1,0,0,0,0,1,114.26,1,0,无,0,1,114.26,1,1,小,-7,0,107.26,1,6,0,1,107.26,1,0,5,2,0,112.26,18.58,24.18,2,0
o7pqerl1,11,29.94,1,0,21,2,50.94,1,1,-5,0,45.94,1,0,0,0,1,45.94,1,0,0,1,45.94,1,1,1,2,46.94,1,1,0,1,46.94,1,1,-4.694,0,42.246,1,1,1,0,-1,0,41.25,1,0,无,0,1,41.25,1,1,小,-7,0,34.25,1,6,0,1,34.25,1,1,6.2,2,0,40.45,0,0,2,0
7voc4ywi,11,12,1,0,15,2,27,1,1,-5,0,22,1,0,0,0,1,22,1,0,0,1,22,1,1,0.89,2,22.89,1,1,2.89,2,25.78,1,1,-2.578,0,23.202,1,0.02,1,0,-0.02,0,23.18,1,0,无,0,1,23.18,1,1,小,-7,0,16.18,1,3,12.5,2,28.68,1,0,11.6,2,0,40.28,0,0,2,0
4qo41x6y,11,0,0,0,3,2,3,1,0,0,1,3,1,0,0,0,1,3,1,1,0.09,2,3.09,1,1,0.3,2,3.39,1,1,-1,0,2.39,1,1,-0.239,0,2.151,1,0,0,0,0,1,2.15,1,0,无,0,1,2.15,1,2,中,-30,0,-27.85,0,5,16,2,-11.85,0,1,6,2,0,-5.85,0.09,0,2,0
g004gng8,11,0,0,0,15,2,15,1,1,-5,0,10,1,0,0,0,1,10,1,1,0.5,2,10.5,1,1,0.2,2,10.7,1,1,5,2,15.7,1,1,-1.57,0,14.13,1,1,1,0,-1,0,13.13,1,0,无,0,1,13.13,1,0,无,0,1,13.13,1,3,12.5,2,25.63,1,1,6.4,2,0,32.03,0.5,0,2,0
ttjy4cwz,12,22.18,1,0,9,2,31.18,1,1,-5,0,26.18,1,1,-0.858,-0.86,0,25.322,1,1,1.27,2,26.592,1,1,1.25,2,27.842,1,1,-13.92,0,13.922,1,1,-1.3922,0,12.5298,1,1,1,0,-1,0,11.53,1,0,无,0,1,11.53,1,1,小,-7,0,4.53,1,2,3.2,2,7.73,1,1,6.4,2,0,14.13,1.27,0.78,2,0
idr031u6,12,102.09,1,0,27,2,129.09,1,2,-10,0,119.09,1,0,0,0,1,119.09,1,0,0,1,119.09,1,1,2,2,121.09,1,1,2,2,123.09,1,1,-12.309,0,110.781,1,1,1,0,-1,0,109.78,1,0,无,0,1,109.78,1,2,中,-15,0,94.78,1,3,2.8,2,97.58,1,1,0,1,0,97.58,0,0,2,0
s1ftoyto,12,-13.4,0,1,15,2,1.6,1,0,0,1,1.6,1,0,0,0,1,1.6,1,0,0,1,1.6,1,1,0.15,2,1.75,1,1,0.5,2,2.25,1,1,-0.225,0,2.025,1,0.3,1,0,-0.3,0,1.73,1,0,无,0,1,1.73,1,1,小,-15,0,-13.27,0,5,12.8,2,-0.47,0,1,5.8,2,0,5.33,0,0,2,0
519slsew,12,-19,0,0,0,1,-19,0,0,0,1,-19,0,0,0,0,1,-19,0,0,0,1,-19,0,0,0,1,-19,0,0,0,1,-19,0,0,0,1,-19,0,1,1,0,-1,0,-20,0,1,小,-5,0,-25,0,1,小,-15,0,-40,0,6,16,2,-24,0,0,5,2,0,-19,0,0,2,0
8tid5gfd,12,528.5,1,0,27,2,555.5,1,1,-5,0,550.5,1,1,-199.738,-199.74,0,350.762,1,1,210.46,2,561.222,1,1,-28.06,0,533.162,1,1,40,2,573.162,1,1,-57.3162,0,515.8458,1,1,1,0,-1,0,514.84,1,0,无,0,1,514.84,1,0,无,0,1,514.84,1,4,2.4,2,517.24,1,0,11.6,2,0,528.84,210.46,181.58,2,0
keqepf0m,12,120.79,1,0,24,2,144.79,1,1,-5,0,139.79,1,1,-47.069,-47.07,0,92.721,1,1,55.63,2,148.351,1,1,7,2,155.351,1,1,0,1,155.351,1,1,-15.5351,0,139.8159,1,1,1,0,-1,0,138.82,1,0,无,0,1,138.82,1,3,大,-35,0,103.82,1,2,3.2,2,107.02,1,1,7,2,0,114.02,55.63,42.79,2,0
387fhffi,12,89.61,1,0,21,2,110.61,1,1,-5,0,105.61,1,0,0,0,1,105.61,1,0,0,1,105.61,1,1,-5,0,100.61,1,1,0,1,100.61,1,1,-10.061,0,90.549,1,1,1,0,-1,0,89.55,1,0,无,0,1,89.55,1,3,大,-35,0,54.55,1,3,10,2,64.55,1,1,5.4,2,0,69.95,0,0,2,0
scbb77jn,12,110.7,1,0,30,2,140.7,1,1,-5,0,135.7,1,0,0,0,1,135.7,1,0,0,1,135.7,1,1,1.5,2,137.2,1,1,0,1,137.2,1,1,-13.72,0,123.48,1,1,1,0,-1,0,122.48,1,0,无,0,1,122.48,1,1,小,-7,0,115.48,1,6,0,1,115.48,1,1,0,1,0,115.48,0,0,2,0
9t5yap6j,12,56.74,1,1,27,2,83.74,1,1,-5,0,78.74,1,0,0,0,1,78.74,1,0,0,1,78.74,1,1,-0.15,0,78.59,1,1,1,2,79.59,1,1,-7.959,0,71.631,1,0.01,1,0,-0.01,0,71.62,1,0,无,0,1,71.62,1,1,小,-7,0,64.62,1,2,9.6,2,74.22,1,1,0,1,0,74.22,0,0,2,0
g91ye1x3,12,31.41,1,0,24,2,55.41,1,2,-10,0,45.41,1,1,-3.74,-3.74,0,41.67,1,1,16.67,2,58.34,1,1,1,2,59.34,1,1,2.5,2,61.84,1,1,-6.184,0,55.656,1,2,1,0,-2,0,53.66,1,0,无,0,1,53.66,1,0,无,0,1,53.66,1,5,1.6,2,55.26,1,0,5,2,0,60.26,16.67,3.4,2,0
fkw475f4,12,-21.33,0,1,24,2,2.67,1,0,0,1,2.67,1,0,0,0,1,2.67,1,0,0,1,2.67,1,1,0.03,2,2.7,1,1,0.35,2,3.05,1,1,-0.305,0,2.745,1,0,0,0,0,1,2.75,1,0,无,0,1,2.75,1,2,中,-30,0,-27.25,0,6,0,1,-27.25,0,1,5.4,2,0,-21.85,4.84,4.4,2,0
t7uhl32a,12,0.2,1,0,6,2,6.2,1,1,-5,0,1.2,1,0,0,0,1,1.2,1,0,0,1,1.2,1,0,0,1,1.2,1,1,1.8,2,3,1,1,-0.3,0,2.7,1,0,0,0,0,1,2.7,1,0,无,0,1,2.7,1,3,大,-35,0,-32.3,0,2,9.6,2,-22.7,0,1,0,1,0,-22.7,1.98,1.8,2,0
1gpsk1od,12,258.54,1,0,24,2,282.54,1,2,-10,0,272.54,1,0,0,0,1,272.54,1,0,0,1,272.54,1,1,27.25,2,299.79,1,1,-50,0,249.79,1,1,-24.979,0,224.811,1,0,0,0,0,1,224.81,1,0,无,0,1,224.81,1,2,中,-15,0,209.81,1,6,0,1,209.81,1,0,11.8,2,0,221.61,0,0,2,0
6l4hmpzv,12,151.26,1,0,15,2,166.26,1,1,-5,0,161.26,1,1,-20,-20,0,141.26,1,1,63.56,2,204.82,1,1,20,2,224.82,1,1,75,2,299.82,1,1,-29.982,0,269.838,1,1,1,0,-1,0,268.84,1,0,无,0,1,268.84,1,1,小,-7,0,261.84,1,6,16,2,277.84,1,1,6.8,2,0,284.64,76.81,30.23,2,0
4c16txm9,12,2.82,1,0,15,2,17.82,1,1,-5,0,12.82,1,1,-0.55,-0.55,0,12.27,1,1,0.74,2,13.01,1,1,0.6,2,13.61,1,1,4.5,2,18.11,1,1,-1.811,0,16.299,1,1,1,0,-1,0,15.3,1,0,无,0,1,15.3,1,1,小,-7,0,8.3,1,5,12.8,2,21.1,1,0,11.4,2,0,32.5,0.74,0.5,2,0
4de7ayta,12,112.26,1,0,18,2,130.26,1,1,-5,0,125.26,1,1,-20.438,-20.44,0,104.822,1,1,20.96,2,125.782,1,1,-4.5,0,121.282,1,1,0,1,121.282,1,1,-12.1282,0,109.1538,1,1,1,0,-1,0,108.15,1,0,无,0,1,108.15,1,1,小,-7,0,101.15,1,6,16,2,117.15,1,0,5,2,0,122.15,20.96,18.58,2,0
o7pqerl1,12,40.45,1,0,30,2,70.45,1,1,-5,0,65.45,1,0,0,0,1,65.45,1,0,0,1,65.45,1,1,1.5,2,66.95,1,1,-5,0,61.95,1,1,-6.195,0,55.755,1,1,1,0,-1,0,54.76,1,0,无,0,1,54.76,1,3,大,-35,0,19.76,1,6,16,2,35.76,1,1,6.6,2,0,42.36,0,0,2,0
7voc4ywi,12,40.28,1,0,15,2,55.28,1,2,-10,0,45.28,1,0,0,0,1,45.28,1,0,0,1,45.28,1,1,-0.76,0,44.52,1,1,6.78,2,51.3,1,1,-5.13,0,46.17,1,0.17,1,0,-0.17,0,46,1,0,无,0,1,46,1,1,小,-5,0,41,1,2,3.2,2,44.2,1,1,0,1,0,44.2,0,0,2,0
4qo41x6y,12,-5.85,0,0,12,2,6.15,1,1,-5,0,1.15,1,1,-0.099,-0.1,0,1.051,1,1,0.01,2,1.061,1,1,0.05,2,1.111,1,1,0.5,2,1.611,1,1,-0.1611,0,1.4499,1,0,0,0,0,1,1.45,1,0,无,0,1,1.45,1,2,中,-21,0,-19.55,0,5,1.6,2,-17.95,0,0,11.6,2,0,-6.35,0.01,0.09,2,0
g004gng8,12,32.03,1,0,12,2,44.03,1,1,-5,0,39.03,1,1,-0.55,-0.55,0,38.48,1,1,3.85,2,42.33,1,1,0.25,2,42.58,1,1,4,2,46.58,1,1,-4.658,0,41.922,1,2,1,0,-2,0,39.92,1,0,无,0,1,39.92,1,2,中,-21,0,18.92,1,4,2.4,2,21.32,1,1,6.8,2,0,28.12,3.85,0.5,2,0
ttjy4cwz,13,14.13,1,0,-30,0,-15.87,0,0,0,1,-15.87,0,1,-1.397,-1.4,0,-17.267,0,0,0,1,-17.267,0,0,0,1,-17.267,0,0,0,1,-17.267,0,0,0,1,-17.267,0,1,1,0,-1,0,-18.27,0,1,小,-5,0,-23.27,0,1,小,-15,0,-38.27,0,2,14.4,2,-23.87,0,0,12,2,1,-11.87,0,1.27,2,0
idr031u6,13,97.58,1,0,27,2,124.58,1,2,-10,0,114.58,1,0,0,0,1,114.58,1,0,0,1,114.58,1,1,-1,0,113.58,1,1,-3,0,110.58,1,1,-11.058,0,99.522,1,1,1,0,-1,0,98.52,1,0,无,0,1,98.52,1,1,小,-5,0,93.52,1,2,14.4,2,107.92,1,1,6.2,2,0,114.12,0,0,2,0
s1ftoyto,13,5.33,1,0,18,2,23.33,1,1,-5,0,18.33,1,0,0,0,1,18.33,1,1,1.47,2,19.8,1,1,-0.49,0,19.31,1,1,9.3,2,28.61,1,1,-2.861,0,25.749,1,1,1,0,-1,0,24.75,1,0,无,0,1,24.75,1,1,小,-7,0,17.75,1,4,18,2,35.75,1,1,6.6,2,0,42.35,1.47,0,2,0
519slsew,13,-19,0,0,6,2,-13,0,0,0,1,-13,0,0,0,0,1,-13,0,0,0,1,-13,0,0,0,1,-13,0,0,0,1,-13,0,0,0,1,-13,0,1,1,0,-1,0,-14,0,0,无,0,1,-14,0,1,小,-15,0,-29,0,6,0,1,-29,0,0,5,2,0,-24,0,0,2,0
8tid5gfd,13,528.84,1,0,30,2,558.84,1,1,-5,0,553.84,1,1,-231.506,-231.51,0,322.334,1,1,193.4,2,515.734,1,1,25.79,2,541.524,1,1,0,1,541.524,1,1,-54.1524,0,487.3716,1,1,1,0,-1,0,486.37,1,0,无,0,1,486.37,1,3,大,-35,0,451.37,1,4,18,2,469.37,1,0,5,2,0,474.37,193.4,210.46,2,0
keqepf0m,13,114.02,1,0,24,2,138.02,1,1,-5,0,133.02,1,1,-61.19,-61.19,0,71.83,1,1,43.1,2,114.93,1,1,10,2,124.93,1,1,20,2,144.93,1,1,-14.493,0,130.437,1,1,1,0,-1,0,129.44,1,0,无,0,1,129.44,1,2,中,-21,0,108.44,1,2,4.8,2,113.24,1,1,6,2,0,119.24,43.1,55.63,2,0
387fhffi,13,69.95,1,0,15,2,84.95,1,1,-5,0,79.95,1,0,0,0,1,79.95,1,0,0,1,79.95,1,1,10.5,2,90.45,1,1,-4,0,86.45,1,1,-8.645,0,77.805,1,1,1,0,-1,0,76.81,1,0,无,0,1,76.81,1,1,小,-7,0,69.81,1,4,3.6,2,73.41,1,1,5.4,2,0,78.81,0,0,2,0
scbb77jn,13,115.48,1,0,24,2,139.48,1,1,-5,0,134.48,1,0,0,0,1,134.48,1,0,0,1,134.48,1,1,3,2,137.48,1,1,15,2,152.48,1,1,-15.248,0,137.232,1,1,1,0,-1,0,136.23,1,0,无,0,1,136.23,1,3,大,-35,0,101.23,1,6,0,1,101.23,1,0,11.4,2,0,112.63,0,0,2,0
9t5yap6j,13,74.22,1,0,21,2,95.22,1,1,-5,0,90.22,1,0,0,0,1,90.22,1,0,0,1,90.22,1,1,0.15,2,90.37,1,1,-2,0,88.37,1,1,-8.837,0,79.533,1,0.01,1,0,-0.01,0,79.52,1,0,无,0,1,79.52,1,1,小,-7,0,72.52,1,2,14.4,2,86.92,1,1,6.2,2,0,93.12,0,0,2,0
g91ye1x3,13,60.26,1,0,30,2,90.26,1,2,-10,0,80.26,1,1,-18.337,-18.34,0,61.923,1,1,37.15,2,99.073,1,1,1.5,2,100.573,1,1,10,2,110.573,1,1,-11.0573,0,99.5157,1,1,1,0,-1,0,98.51,1,0,无,0,1,98.51,1,1,小,-5,0,93.51,1,3,4.2,2,97.71,1,0,5,2,0,102.71,37.15,16.67,2,0
fkw475f4,13,-21.85,0,0,30,2,8.15,1,1,-5,0,3.15,1,0,0,0,1,3.15,1,0,0,1,3.15,1,1,-0.01,0,3.14,1,1,-0.07,0,3.07,1,1,-0.307,0,2.763,1,0.01,1,0,-0.01,0,2.75,1,0,无,0,1,2.75,1,2,中,-21,0,-18.25,0,6,0,1,-18.25,0,1,6.6,2,0,-11.65,5.32,4.84,2,0
t7uhl32a,13,-22.7,0,0,-6,0,-28.7,0,0,0,1,-28.7,0,1,-2.178,-2.18,0,-30.878,0,0,0,1,-30.878,0,0,0,1,-30.878,0,0,0,1,-30.878,0,0,0,1,-30.878,0,1,1,0,-1,0,-31.88,0,2,中,-10,0,-41.88,0,1,小,-15,0,-56.88,0,2,14.4,2,-42.48,0,1,5.2,2,0,-37.28,0,1.98,2,0
1gpsk1od,13,221.61,1,0,24,2,245.61,1,2,-10,0,235.61,1,0,0,0,1,235.61,1,0,0,1,235.61,1,1,35.34,2,270.95,1,1,35.48,2,306.43,1,1,-30.643,0,275.787,1,1,1,0,-1,0,274.79,1,0,无,0,1,274.79,1,1,小,-5,0,269.79,1,6,24,2,293.79,1,1,0,1,0,293.79,0,0,2,0
6l4hmpzv,13,284.64,1,0,21,2,305.64,1,1,-5,0,300.64,1,1,-50,-50,0,250.64,1,1,95.2,2,345.84,1,1,15,2,360.84,1,1,100,2,460.84,1,1,-46.084,0,414.756,1,0,0,0,0,1,414.76,1,0,无,0,1,414.76,1,3,大,-35,0,379.76,1,6,24,2,403.76,1,0,11.4,2,0,415.16,129.69,76.81,2,0
4c16txm9,13,32.5,1,0,15,2,47.5,1,1,-5,0,42.5,1,1,-0.81,-0.81,0,41.69,1,1,8.34,2,50.03,1,1,1.2,2,51.23,1,1,12,2,63.23,1,1,-6.323,0,56.907,1,0,0,0,0,1,56.91,1,0,无,0,1,56.91,1,1,小,-7,0,49.91,1,5,2.4,2,52.31,1,1,5,2,0,57.31,8.34,0.74,2,0
4de7ayta,13,122.15,1,0,15,2,137.15,1,1,-5,0,132.15,1,1,-23.056,-23.06,0,109.094,1,1,21.82,2,130.914,1,1,-5,0,125.914,1,1,22.5,2,148.414,1,1,-14.8414,0,133.5726,1,1,1,0,-1,0,132.57,1,0,无,0,1,132.57,1,3,大,-35,0,97.57,1,6,24,2,121.57,1,0,5,2,0,126.57,21.82,20.96,2,0
o7pqerl1,13,42.36,1,0,27,2,69.36,1,1,-5,0,64.36,1,0,0,0,1,64.36,1,1,12.87,2,77.23,1,1,1.5,2,78.73,1,1,7.5,2,86.23,1,1,-8.623,0,77.607,1,1,1,0,-1,0,76.61,1,0,无,0,1,76.61,1,3,大,-35,0,41.61,1,6,24,2,65.61,1,1,5.8,2,0,71.41,12.87,0,2,0
7voc4ywi,13,44.2,1,0,12,2,56.2,1,2,-10,0,46.2,1,0,0,0,1,46.2,1,0,0,1,46.2,1,1,0.81,2,47.01,1,1,-8.5,0,38.51,1,1,-3.851,0,34.659,1,0.16,1,0,-0.16,0,34.5,1,0,无,0,1,34.5,1,1,小,-5,0,29.5,1,3,15,2,44.5,1,0,11,2,0,55.5,0,0,2,0
4qo41x6y,13,-6.35,0,0,-9,0,-15.35,0,0,0,1,-15.35,0,1,-0.01,-0.01,0,-15.36,0,0,0,1,-15.36,0,0,0,1,-15.36,0,0,0,1,-15.36,0,0,0,1,-15.36,0,1,1,0,-1,0,-16.36,0,1,小,-5,0,-21.36,0,2,中,-30,0,-51.36,0,5,19.2,2,-32.16,0,1,0,1,0,-32.16,0,0.01,2,0
g004gng8,13,28.12,1,0,15,2,43.12,1,1,-5,0,38.12,1,1,-2,-2,0,36.12,1,1,1.69,2,37.81,1,1,0.7,2,38.51,1,1,0,1,38.51,1,1,-3.851,0,34.659,1,1,1,0,-1,0,33.66,1,0,无,0,1,33.66,1,0,无,0,1,33.66,1,5,2.4,2,36.06,1,1,6.4,2,0,42.46,3.93,3.85,2,0
ttjy4cwz,14,-11.87,0,1,3,2,-8.87,0,0,0,1,-8.87,0,0,0,0,1,-8.87,0,0,0,1,-8.87,0,0,0,1,-8.87,0,0,0,1,-8.87,0,0,0,1,-8.87,0,1,1,0,-1,0,-9.87,0,2,中,-10,0,-19.87,0,0,无,0,1,-19.87,0,2,2.4,2,-17.47,0,0,5,2,0,-12.47,0,0,2,0
idr031u6,14,114.12,1,0,30,2,144.12,1,2,-10,0,134.12,1,0,0,0,1,134.12,1,0,0,1,134.12,1,1,-1.5,0,132.62,1,1,-3,0,129.62,1,1,-12.962,0,116.658,1,1,1,0,-1,0,115.66,1,0,无,0,1,115.66,1,0,无,0,1,115.66,1,3,2.1,2,117.76,1,1,6.4,2,0,124.16,0,0,2,0
s1ftoyto,14,42.35,1,0,21,2,63.35,1,1,-5,0,58.35,1,1,-1.617,-1.62,0,56.733,1,0,0,1,56.733,1,1,0.67,2,57.403,1,1,11.1,2,68.503,1,1,-6.8503,0,61.6527,1,1,1,0,-1,0,60.65,1,0,无,0,1,60.65,1,2,中,-21,0,39.65,1,6,16,2,55.65,1,1,5.8,2,0,61.45,0,1.47,2,0
519slsew,14,-24,0,0,9,2,-15,0,0,0,1,-15,0,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,1,1,0,-1,0,-16,0,0,无,0,1,-16,0,1,小,-15,0,-31,0,6,16,2,-15,0,0,5,2,0,-10,0,0,2,0
8tid5gfd,14,474.37,1,0,27,2,501.37,1,1,-5,0,496.37,1,1,-212.74,-212.74,0,283.63,1,1,170.18,2,453.81,1,1,22.69,2,476.5,1,1,0,1,476.5,1,1,-47.65,0,428.85,1,1,1,0,-1,0,427.85,1,0,无,0,1,427.85,1,2,中,-21,0,406.85,1,4,1.8,2,408.65,1,1,0,1,0,408.65,170.18,193.4,2,0
keqepf0m,14,119.24,1,0,27,2,146.24,1,1,-5,0,141.24,1,1,-47.41,-47.41,0,93.83,1,1,56.3,2,150.13,1,1,10,2,160.13,1,1,-10,0,150.13,1,1,-15.013,0,135.117,1,1,1,0,-1,0,134.12,1,0,无,0,1,134.12,1,0,无,0,1,134.12,1,2,7.2,2,141.32,1,0,11.6,2,0,152.92,56.3,43.1,2,0
387fhffi,14,78.81,1,0,18,2,96.81,1,1,-5,0,91.81,1,0,0,0,1,91.81,1,0,0,1,91.81,1,1,-4.5,0,87.31,1,1,0,1,87.31,1,1,-8.731,0,78.579,1,1,1,0,-1,0,77.58,1,0,无,0,1,77.58,1,1,小,-7,0,70.58,1,5,1.2,2,71.78,1,1,6.8,2,0,78.58,0,0,2,0
scbb77jn,14,112.63,1,0,30,2,142.63,1,2,-10,0,132.63,1,0,0,0,1,132.63,1,0,0,1,132.63,1,1,5,2,137.63,1,1,-5,0,132.63,1,1,-13.263,0,119.367,1,0.5,1,0,-0.5,0,118.87,1,0,无,0,1,118.87,1,0,无,0,1,118.87,1,6,0,1,118.87,1,1,0,1,0,118.87,0,0,2,0
9t5yap6j,14,93.12,1,0,24,2,117.12,1,1,-5,0,112.12,1,0,0,0,1,112.12,1,0,0,1,112.12,1,1,0.45,2,112.57,1,1,2,2,114.57,1,1,-11.457,0,103.113,1,0.01,1,0,-0.01,0,103.1,1,0,无,0,1,103.1,1,0,无,0,1,103.1,1,2,7.2,2,110.3,1,1,7,2,0,117.3,0,0,2,0
g91ye1x3,14,102.71,1,0,21,2,123.71,1,2,-10,0,113.71,1,1,-40.865,-40.87,0,72.845,1,1,43.7,2,116.545,1,1,0.5,2,117.045,1,1,-5,0,112.045,1,1,-11.2045,0,100.8405,1,1,1,0,-1,0,99.84,1,0,无,0,1,99.84,1,3,大,-25,0,74.84,1,3,7.5,2,82.34,1,0,5,2,0,87.34,43.7,37.15,2,0
fkw475f4,14,-11.65,0,0,30,2,18.35,1,2,-10,0,8.35,1,0,0,0,1,8.35,1,0,0,1,8.35,1,1,0.04,2,8.39,1,1,2,2,10.39,1,1,-1.039,0,9.351,1,0.01,1,0,-0.01,0,9.34,1,0,无,0,1,9.34,1,1,小,-5,0,4.34,1,6,16,2,20.34,1,1,5.6,2,0,25.94,5.85,5.32,2,0
t7uhl32a,14,-37.28,0,0,-12,0,-49.28,0,0,0,1,-49.28,0,0,0,0,1,-49.28,0,0,0,1,-49.28,0,0,0,1,-49.28,0,0,0,1,-49.28,0,0,0,1,-49.28,0,1,1,0,-1,0,-50.28,0,1,小,-5,0,-55.28,0,1,小,-15,0,-70.28,0,2,7.2,2,-63.08,0,1,6.2,2,0,-56.88,0,0,2,0
