code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit
3rqszw2y,20,0,18,2,-10,0,0,0,0,1,15.02,1,0,1,-16.524,1,-0.72,0,0,1,-5,6,8,1,5.8,142.22,156.8,14.58
26qqxpjj,20,0,21,1,-5,0,0,0,0,1,29.7,1,-2.5,1,-22.52,1,-0.68,0,0,1,-7,6,8,1,6.6,182,209.6,27.6
8fqgkizh,20,0,30,1,-5,0,0,0,0,1,2.5,1,0,1,-11.963,1,-0.5,0,0,1,-7,6,0,1,6.2,92.13,106.37,14.24
hb9e1b5f,20,0,0,1,-5,0,0,0,0,1,1.55,1,-0.27,1,-3.228,1,-0.05,0,0,1,-7,6,0,0,23.51,36,28,-8
0g7sv439,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,4.8,1,0.25,-96.67,-85.87,10.8
037gym6i,20,0,18,1,-5,0,0,0,0,1,1.65,1,6,1,-1.866,1,-1,0,0,3,-35,6,8,0,15.09,-1.99,-11.21,-9.22
1bfi45o2,20,0,15,1,-5,0,0,0,0,1,14.5,1,-5,1,-30.222,1,-1,0,0,1,-7,0,2,1,6.8,282.72,272.8,-9.92
1yc3rs1q,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,8,1,6.8,-50.2,-12.4,37.8
u0fm0adl,20,1,30,1,-5,0,0,0,0,1,1.5,1,5,1,-9.766,1,-1,0,0,0,0,6,0,1,0,66.16,86.89,20.73
4qopg1ub,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,6.4,-31.08,-27.68,3.4
0mrw3gqi,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,3,5,1,0,-76.73,-66.73,10
idw6uw5h,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,6.74,-138.07,-146.67,-8.6
ag8yu9h7,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,4,6,0,18.42,-67.89,-101.49,-33.6
5kipyxnx,20,0,-30,2,-10,0,0,0,0,1,3,1,-10,1,-5.347,1,-1,0,0,1,-5,6,0,1,6,100.47,48.12,-52.35
bieu6mpr,20,0,12,1,-5,1,-3.828,0,0,1,1.5,1,0,1,-1.2472,1,-1,0,0,1,-7,4,6,1,0,7.8,9.22,1.42
fh8ly4jj,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,5,6.4,1,6.8,-98.84,-112.64,-13.8
v3tqtmd8,1,0,12,1,-5,0,0,0,0,1,0.4,1,6,1,-1.34,1,-1,0,0,0,0,4,3,1,0,0,14.06,14.06
6ac48e1h,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,0,5,1,0,0,-19,-19
tl39jvsk,1,0,12,1,-5,0,0,1,2.1,1,-0.3,1,3,1,-1.18,1,-0.52,0,0,1,-7,2,12,1,7.1,0,20.1,20.1
57n9cs6z,1,0,6,1,-5,0,0,1,0.6,0,0,0,0,1,-0.16,0,0,0,0,1,-7,4,3,1,5.6,0,2.44,2.44
iuanzkch,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,12,0,5,0,8,8
z873r4vo,1,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,15,1,0,0,-36,-36
hk4udpqv,1,0,6,1,-5,0,0,1,0.5,1,-0.05,1,1,1,-0.245,1,-0.21,0,0,3,-35,4,15,1,5.5,0,-13,-13
9i73mzxn,1,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,15,1,0,0,-42,-42
n26lbqa5,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,6,0,0,5,0,-70,-70
jbfzncen,1,0,3,0,0,0,0,0,0,1,0.2,1,2,1,-0.52,1,-0.08,0,0,2,-30,2,12,1,0,0,-13.4,-13.4
awima2e6,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,20,1,0,0,-14,-14
0x4d1g7c,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,4,0,5,0,-15,-15
awof1evv,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,3,12.5,0,5,0,-24.5,-24.5
nbmjj5a1,1,0,15,1,-5,0,0,0,0,1,-0.2,1,0,1,-0.98,1,-2,0,0,2,-21,1,9.5,1,0,0,-4.68,-4.68
cdxl50hf,1,0,12,1,-5,0,0,1,3.5,1,-0.25,1,0,1,-1.025,0,0,0,0,2,-21,2,12,1,8.5,0,5.23,5.23
rfnis2ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,4,1,0,0,-12,-12
fpeptlxo,1,0,6,1,-5,0,0,1,0.25,1,0.19,1,-0.72,1,-0.072,0,0,0,0,2,-21,5,2,1,5.25,0,-14,-14
k93onftx,1,0,9,1,-5,0,0,1,2.4,1,0.45,1,-1.5,1,-0.535,0,0,0,0,3,-35,2,4,1,7.4,0,-21.18,-21.18
8a4otv31,1,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,20,0,5,0,-6,-6
kxq00qk5,1,0,3,0,0,0,0,1,1.8,1,0.4,1,0,1,-0.52,0,0,0,0,1,-15,6,0,1,6.8,0,-5.32,-5.32
v3tqtmd8,2,0,15,1,-5,0,0,0,0,1,0.6,1,9,1,-3.366,1,-1,0,0,2,-21,4,12,1,7,14.06,27.29,13.23
6ac48e1h,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,0,4,0,11,-19,-13,6
tl39jvsk,2,0,9,1,-5,1,-2.31,1,4.36,1,1.5,1,0,1,-2.765,1,79,0,0,1,-7,3,10,1,4.36,20.1,106.89,86.79
57n9cs6z,2,0,18,1,-5,1,-0.66,0,0,1,0.3,1,4.5,1,-1.958,1,-2,0,0,1,-7,3,2.8,1,0,2.44,11.42,8.98
iuanzkch,2,0,-3,1,-5,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-7,2,9.6,1,0,8,1.6,-6.4
z873r4vo,2,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,2.4,1,6,-36,-58.6,-22.6
hk4udpqv,2,0,9,0,0,1,-0.35,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,16,1,0.2,-13,-39.35,-26.35
9i73mzxn,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,2.8,0,11.2,-42,-46,-4
n26lbqa5,2,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,0,-70,-106,-36
jbfzncen,2,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,3,10,1,5.8,-13.4,-38.6,-25.2
awima2e6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,12.8,0,11.6,-14,-2.6,11.4
0x4d1g7c,2,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,16,1,0,-15,-73,-58
awof1evv,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,4,12,0,5,-24.5,-18.5,6
nbmjj5a1,2,0,6,0,0,0,0,0,0,1,0.05,1,-0.5,1,-0.087,1,-1,0,0,0,0,3,2.8,1,6.4,-4.68,8.2,12.88
cdxl50hf,2,0,21,1,-5,1,-3.85,1,8.69,1,1.5,1,5,1,-3.257,1,-1,0,0,2,-21,2,9.6,0,13.69,5.23,21.91,16.68
rfnis2ed,2,0,15,0,0,0,0,1,1.8,1,0.18,1,1.47,1,-0.645,1,-1,0,0,2,-30,6,0,1,8.4,-12,-18.59,-6.59
fpeptlxo,2,0,9,0,0,1,-0.275,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,5,1.6,1,5,-14,-59.68,-45.68
k93onftx,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,1,7.6,1,7.64,-21.18,-32.58,-11.4
8a4otv31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,0,-6,-21,-15
kxq00qk5,2,0,9,0,0,0,0,0,0,1,0.45,1,-1,1,-0.313,1,-1,0,0,0,0,4,2.4,1,1.98,-5.32,4.22,9.54
v3tqtmd8,3,0,18,1,-5,0,0,0,0,1,0.9,1,0,1,-4.119,1,-1,0,0,1,-7,4,18,1,6.6,27.29,53.67,26.38
6ac48e1h,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,5,2.4,0,5,-13,-36.6,-23.6
tl39jvsk,3,0,15,1,-5,1,-4.796,0,0,1,4,1,30,1,-14.6094,1,-1,0,0,1,-7,4,18,1,5.8,106.89,147.28,40.39
57n9cs6z,3,0,9,1,-5,0,0,0,0,1,0.45,1,0,1,-1.587,1,-2,0,0,1,-7,3,15,1,6.2,11.42,26.48,15.06
iuanzkch,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,4.2,0,11.6,1.6,-6.6,-8.2
z873r4vo,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,5.6,-58.6,-59,-0.4
hk4udpqv,3,0,3,0,0,1,-0.22,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,0,11.2,-39.35,-41.37,-2.02
9i73mzxn,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,5,-46,-92,-46
n26lbqa5,3,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,24,1,5.6,-106,-138.4,-32.4
jbfzncen,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,5,2.4,1,6.8,-38.6,-18.4,20.2
awima2e6,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,24,0,5,-2.6,-29.6,-27
0x4d1g7c,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,7,-73,-102,-29
awof1evv,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,19.2,0,5,-18.5,-9.3,9.2
nbmjj5a1,3,0,15,1,-5,0,0,0,0,1,0.4,1,4.3,1,-2.29,1,-5,0,0,1,-7,5,2.4,1,6.4,8.2,17.41,9.21
cdxl50hf,3,0,3,1,-5,1,-9.559,1,6.21,1,1,1,0,1,-1.7561,1,-1,0,0,3,-35,2,14.4,1,6.21,21.91,-5.8,-27.71
rfnis2ed,3,0,15,0,0,1,-0.98,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,14.4,1,7.8,-18.59,-19.37,-0.78
fpeptlxo,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,5,2.4,1,0,-59.68,-85.28,-25.6
k93onftx,3,0,15,0,0,1,-0.9,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,1,11.4,1,7,-32.58,-28.08,4.5
8a4otv31,3,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,24,1,7,-21,-50,-29
kxq00qk5,3,0,3,0,0,0,0,1,0.84,1,1.2,1,4.5,1,-1.376,1,-1,0,0,2,-30,6,24,1,9.82,4.22,12.18,7.96
v3tqtmd8,4,0,24,1,-5,0,0,0,0,1,1,1,19.5,1,-9.317,1,-1,0,0,0,0,6,0,1,7,53.67,89.85,36.18
6ac48e1h,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,0,3,0,5,-36.6,-50.6,-14
tl39jvsk,4,0,12,1,-5,0,0,0,0,1,2.5,1,0,1,-15.678,1,-0.1,0,0,1,-7,6,0,0,11.4,147.28,145.4,-1.88
57n9cs6z,4,0,0,1,-5,0,0,0,0,1,0.5,1,6,1,-2.798,1,-2,0,0,1,-7,3,7.5,1,5.6,26.48,29.28,2.8
iuanzkch,4,0,9,0,0,1,0,1,0.48,1,0.29,1,-2,1,-0.117,1,-1,0,0,0,0,5,9.6,1,5.48,-6.6,14.65,21.25
z873r4vo,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,5.6,-59,-62.4,-3.4
hk4udpqv,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,16,0,5,-41.37,-6.37,35
9i73mzxn,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,0,3,0,5,-92,-85,7
n26lbqa5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,16,1,5.4,-138.4,-145,-6.6
jbfzncen,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,4,1.8,1,6.4,-18.4,-32.2,-13.8
awima2e6,4,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,0,1,5,-29.6,-61.6,-32
0x4d1g7c,4,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,6.2,-102,-151.8,-49.8
awof1evv,4,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,5,1.2,1,5,-9.3,-34.1,-24.8
nbmjj5a1,4,0,27,1,-5,0,0,0,0,1,0.45,1,15,1,-5.486,1,-9,0,0,2,-21,2,2.4,1,6.2,17.41,27.97,10.56
cdxl50hf,4,0,27,1,-5,1,-6.83,1,4.69,1,1,1,-10,1,-0.506,1,-1,0,0,2,-21,4,1.8,0,15.69,-5.8,-4.65,1.15
rfnis2ed,4,0,15,0,0,1,-1.1,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,16,0,11.2,-19.37,-9.27,10.1
fpeptlxo,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,5,1.2,0,12,-85.28,-86.08,-0.8
k93onftx,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,2.4,1,2.2,-28.08,-13.68,14.4
8a4otv31,4,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,0,0,6,0,1,5.2,-50,-63.8,-13.8
kxq00qk5,4,0,15,1,-5,0,0,1,8,1,3,1,-10,1,-2.318,1,-1,0,0,0,0,6,0,0,18.12,12.18,26.66,14.48
v3tqtmd8,5,0,21,1,-5,0,0,0,0,1,-1,1,-20,1,-8.485,1,-1,0,0,2,-21,6,8,1,7,89.85,69.37,-20.48
6ac48e1h,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,5,0.8,0,5,-50.6,-89.8,-39.2
tl39jvsk,5,0,15,1,-5,0,0,0,0,1,-2.5,1,0,1,-15.29,0,0,0,0,1,-7,3,1.4,1,0,145.4,132.01,-13.39
57n9cs6z,5,0,6,1,-5,0,0,0,0,1,0.5,1,-5,1,-2.578,1,-2,0,0,1,-7,4,1.2,1,5.8,29.28,21.2,-8.08
iuanzkch,5,0,12,2,-10,1,-0.528,1,3.22,1,1,1,-8,1,-1.2342,1,-1,0,0,3,-25,4,6,1,3.22,14.65,-8.89,-23.54
z873r4vo,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,1.2,1,6.8,-62.4,-40.4,22
hk4udpqv,5,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,0,-6.37,-42.37,-36
9i73mzxn,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,4.8,0,5,-85,-75.2,9.8
n26lbqa5,5,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,0,1,5.2,-145,-190.8,-45.8
jbfzncen,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,8,1,6.6,-32.2,-28.6,3.6
awima2e6,5,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,0,5,-61.6,-87.6,-26
0x4d1g7c,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,8,1,5.8,-151.8,-136,15.8
awof1evv,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,0,5,-34.1,-39.1,-5
nbmjj5a1,5,0,21,1,-5,0,0,0,0,1,1.5,1,0,1,-4.547,1,-5,0,0,2,-21,2,4.8,0,11.4,27.97,31.12,3.15
cdxl50hf,5,0,21,1,-5,1,-5.159,1,3.71,1,0.4,1,-2.5,1,-0.7801,0,0,0,0,0,0,2,4.8,1,8.71,-4.65,16.82,21.47
rfnis2ed,5,0,15,1,-5,0,0,1,0.44,1,0.01,1,1,1,-0.218,0,0,0,0,0,0,6,8,1,0.44,-9.27,9.96,19.23
fpeptlxo,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,4,6,0,5,-86.08,-79.08,7
k93onftx,5,0,12,0,0,1,-2,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,1.4,0,12.42,-13.68,-11.28,2.4
8a4otv31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,8,0,12,-63.8,-64.8,-1
kxq00qk5,5,0,6,1,-5,1,-10,1,6.68,1,-1,1,-7.5,1,-1.584,1,-1,0,0,2,-21,6,8,0,15.93,26.66,7.06,-19.6
v3tqtmd8,6,0,27,1,-5,0,0,0,0,1,1,1,0,1,-9.237,1,-1,0,0,1,-7,4,15,1,5.6,69.37,95.73,26.36
6ac48e1h,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,0,0,5,-89.8,-132.8,-43
tl39jvsk,6,0,15,1,-5,0,0,0,0,1,4.5,1,0,1,-14.651,1,-0.5,0,0,1,-7,4,3,1,6,132.01,133.36,1.35
57n9cs6z,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,0,10.2,21.2,5.4,-15.8
iuanzkch,6,0,18,1,-5,1,-3.54,1,0.34,1,0.05,1,0,1,-0.096,1,-1,0,0,1,-7,4,3,1,6.74,-8.89,1.4,10.29
z873r4vo,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,20,1,5.6,-40.4,-80.8,-40.4
hk4udpqv,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,6.2,-42.37,-46.17,-3.8
9i73mzxn,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,0,5,1,0,-75.2,-161.2,-86
n26lbqa5,6,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,1,6.6,-190.8,-189.2,1.6
jbfzncen,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,15,1,6.8,-28.6,-21.8,6.8
awima2e6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,0,5,-87.6,-78.6,9
0x4d1g7c,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,1,6.8,-136,-161.2,-25.2
awof1evv,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,0,5,-39.1,-54.1,-15
nbmjj5a1,6,0,27,1,-5,0,0,0,0,1,1,1,5,1,-5.912,1,-5,0,0,1,-7,4,3,1,0,31.12,44.21,13.09
cdxl50hf,6,0,27,1,-5,1,-4.08,0,0,1,1,1,2.5,1,-3.824,1,-1,0,0,2,-21,2,12,0,5,16.82,29.42,12.6
rfnis2ed,6,0,21,1,-5,1,-0.48,1,15.29,1,1.5,1,10,1,-5.227,1,-1,0,0,1,-7,6,20,0,21.69,9.96,65.44,55.48
fpeptlxo,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,5,16,0,5,-79.08,-96.08,-17
k93onftx,6,0,18,1,-5,0,0,1,0.3,1,0.1,1,3,1,-0.512,0,0,0,0,1,-7,1,4.5,1,5.76,-11.28,7.11,18.39
8a4otv31,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,5,-64.8,-74.8,-10
kxq00qk5,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,0,22.04,7.06,-6.94,-14
v3tqtmd8,7,0,21,1,-5,0,0,0,0,1,2.25,1,0,1,-11.398,1,-1,0,0,0,0,4,2.4,1,6.2,95.73,110.18,14.45
6ac48e1h,7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,1,0,-132.8,-153.8,-21
tl39jvsk,7,0,15,1,-5,0,0,0,0,1,-2,1,-30,1,-11.136,0,0,0,0,0,0,2,9.6,1,6.6,133.36,116.42,-16.94
57n9cs6z,7,1,12,1,-5,0,0,0,0,1,0.2,1,0,1,-1.26,1,-1.34,0,0,1,-7,4,2.4,0,5,5.4,10.4,5
iuanzkch,7,0,15,1,-5,1,-0.37,1,2.21,1,0.5,1,7.5,1,-2.124,1,-1,0,0,2,-21,3,2.8,1,9.21,1.4,6.92,5.52
z873r4vo,7,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,7,-80.8,-129.8,-49
hk4udpqv,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,1,6.8,-46.17,-64.37,-18.2
9i73mzxn,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,0,10.6,-161.2,-151.6,9.6
n26lbqa5,7,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,6.8,-189.2,-204.4,-15.2
jbfzncen,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,5.6,-21.8,-19.2,2.6
awima2e6,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,0,5,-78.6,-93.6,-15
0x4d1g7c,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,6.6,-161.2,-144.6,16.6
awof1evv,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,0,-54.1,-51.1,3
nbmjj5a1,7,0,24,1,-5,0,0,0,0,1,3,1,15,1,-8.121,1,-5,0,0,2,-21,2,3.2,1,6.6,44.21,56.89,12.68
cdxl50hf,7,0,27,1,-5,0,0,0,0,1,1.5,1,-5,1,-4.792,1,-1,0,0,1,-7,2,3.2,1,0,29.42,38.33,8.91
rfnis2ed,7,0,21,1,-5,1,-16.819,0,0,1,1.5,1,10,1,-7.6121,1,-1,0,0,1,-7,6,16,0,11.6,65.44,88.11,22.67
fpeptlxo,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,12.8,1,0,-96.08,-86.28,9.8
k93onftx,7,0,9,2,-10,0,0,1,2.32,1,0.4,1,6,1,-1.483,0,0,0,0,0,0,2,3.2,1,3.16,7.11,16.55,9.44
8a4otv31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,0,0,5,1.6,0,5,-74.8,-84.2,-9.4
kxq00qk5,7,1,15,0,0,0,0,0,0,0,0,1,2,1,-1.006,0,0,0,0,3,-50,5,1.6,0,11.04,-6.94,-39.35,-32.41
v3tqtmd8,8,0,30,1,-5,0,0,0,0,1,1.5,1,30,1,-16.668,1,-1,0,0,0,0,5,2.4,1,6.8,110.18,158.21,48.03
6ac48e1h,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,5.8,-153.8,-164,-10.2
tl39jvsk,8,0,15,1,-5,0,0,0,0,1,3,1,0,1,-12.942,1,-0.4,0,0,2,-21,3,15,1,5.6,116.42,115.68,-0.74
57n9cs6z,8,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,6,24,1,5,10.4,-51.6,-62
iuanzkch,8,0,6,1,-5,1,-2.43,1,1.1,1,-0.15,1,3,1,-0.944,1,-1,0,0,1,-7,4,3.6,1,7.3,6.92,10.3,3.38
z873r4vo,8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,24,1,5.6,-129.8,-99.2,30.6
hk4udpqv,8,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,1,5.8,-64.37,-80.57,-16.2
9i73mzxn,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,2,14.4,1,0,-151.6,-166.2,-14.6
n26lbqa5,8,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,6.6,-204.4,-207.8,-3.4
jbfzncen,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,18,1,6.8,-19.2,-9.4,9.8
awima2e6,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,1,0,-93.6,-82.6,11
0x4d1g7c,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,0,1,5.4,-144.6,-169.2,-24.6
awof1evv,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6.8,-51.1,-62.3,-11.2
nbmjj5a1,8,0,24,1,-5,0,0,0,0,1,3.75,1,-10,1,-6.964,1,-5,0,0,2,-21,3,4.2,0,11.8,56.89,52.68,-4.21
cdxl50hf,8,0,27,1,-5,0,0,0,0,1,3,1,2.5,1,-6.583,1,-1,0,0,1,-7,2,4.8,1,6.2,38.33,62.25,23.92
rfnis2ed,8,0,18,1,-5,0,0,0,0,1,3,1,0,1,-10.411,1,-1,0,0,1,-7,6,24,1,0,88.11,109.7,21.59
fpeptlxo,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,4,18,1,6.2,-86.28,-99.08,-12.8
k93onftx,8,0,18,2,-10,1,-0.48,1,8.43,1,2,1,10,1,-4.45,0,0,0,0,0,0,1,11.4,0,18.23,16.55,58.25,41.7
8a4otv31,8,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,5,-84.2,-125.2,-41
kxq00qk5,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,5,19.2,0,19.14,-39.35,-32.15,7.2
v3tqtmd8,9,0,27,1,-5,0,0,0,0,1,3,1,20,1,-20.321,1,-1,0,0,3,-35,6,0,1,5.2,158.21,152.09,-6.12
6ac48e1h,9,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,16,1,5.6,-164,-203.4,-39.4
