code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit
idw6uw5h,11,0,3,1,-5,0,0,0,0,1,0.3,1,3,1,-1.13,0,0,0,0,1,-7,0,5,0,5,10,13.17,3.17
ag8yu9h7,11,0,15,1,-5,0,0,1,2,1,2.25,1,2,1,-2.625,0,0,0,0,2,-21,6,0,0,14,10,14.63,4.63
5kipyxnx,11,0,15,1,-5,0,0,1,12,1,0.5,1,0,1,-3.25,0,0,0,0,1,-7,5,16,0,18.2,10,44.45,34.45
bieu6mpr,11,0,6,1,-5,0,0,0,0,1,0.5,1,10,1,-6.76,1,-1,0,0,1,-7,2,4,0,5,56.1,61.84,5.74
fh8ly4jj,11,0,6,1,-5,0,0,1,3.3,1,-0.25,1,-2,1,-1.205,1,-0.2,0,0,1,-7,3,3.5,1,8.9,10,12.75,2.75
tgyt0okw,12,0,6,1,-5,1,-1.21,1,1.99,1,0.5,1,0,1,-1.671,1,-1,0,0,2,-21,6,0,1,6.99,14.43,-1.96,-16.39
xluifzfl,12,0,12,2,-10,1,-12.54,1,34.12,1,4.5,1,-94,1,-0.148,1,-1,0,0,3,-25,6,16,0,41.12,67.4,-3,-70.4
kpo7dpw7,12,0,27,2,-10,1,-77.71,1,33.54,1,35.03,1,-24.28,1,-24.429,1,-5.86,0,0,0,0,6,0,0,72.43,260.71,220.6,-40.11
79qn2mgn,12,0,9,1,-5,1,-11.22,1,22.48,1,0.75,1,-4,1,-5.669,1,-1,0,0,0,0,6,0,0,22.48,44.68,50.02,5.34
3rqszw2y,12,0,12,2,-10,0,0,0,0,1,9.55,0,0,1,-7.319,0,0,0,0,0,0,6,0,1,6.6,61.64,72.47,10.83
26qqxpjj,12,0,24,1,-5,1,-20,1,5.59,1,12.67,1,5,1,-10.214,1,-0.5,0,0,2,-21,6,0,0,28.57,79.88,70.43,-9.45
8fqgkizh,12,0,-30,0,0,1,-10,0,0,1,0.95,1,-10,1,-1.022,1,-1,0,0,0,0,1,3.6,0,29.29,59.27,18.2,-41.07
hb9e1b5f,12,0,-3,2,-10,0,0,1,2.98,1,1.63,1,-14.21,1,-2,1,-1,0,0,0,0,6,16,0,17.62,42.6,38.4,-4.2
0g7sv439,12,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,1,7.6,1,6.12,-10.47,-67.87,-57.4
037gym6i,12,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,16,1,6.4,-25,-58.6,-33.6
1bfi45o2,12,0,27,1,-5,0,0,0,0,1,8,1,5,1,-11.265,1,-1,0,0,1,-7,6,16,1,6.4,77.65,115.79,38.14
1yc3rs1q,12,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,0,12.92,-25.19,4.21,29.4
u0fm0adl,12,0,27,1,-5,1,-43.21,1,32.08,1,-1.5,1,-30,1,-13.75,1,-1,0,0,0,0,6,16,0,67.08,158.13,143.75,-14.38
4qopg1ub,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,16,0,16.42,-18,-12.8,5.2
0mrw3gqi,12,0,0,1,-5,1,-0.66,1,0.3,1,0.5,1,0,1,-1.584,1,-1,0,0,0,0,2,3.2,0,11.9,20.7,28.06,7.36
idw6uw5h,12,0,-3,1,-5,0,0,0,0,1,0.15,1,0,1,-0.532,0,0,0,0,1,-7,0,4,0,5,13.17,6.79,-6.38
ag8yu9h7,12,0,15,1,-5,1,-2,1,3.36,1,2,1,0,1,-2.799,0,0,0,0,1,-7,5,1.6,1,8.56,14.63,24.79,10.16
5kipyxnx,12,0,12,1,-5,1,-3.2,0,0,1,-0.5,1,15,1,-6.275,1,-1,0,0,1,-7,2,3.2,0,15.8,44.45,57.48,13.03
bieu6mpr,12,0,9,1,-5,0,0,0,0,1,1.5,1,5,1,-7.234,1,-1,0,0,1,-7,2,9.6,1,0,61.84,66.71,4.87
fh8ly4jj,12,0,12,1,-5,1,-3.63,1,0.81,1,0.75,1,3,1,-2.068,1,-0.2,0,0,1,-7,2,3.2,1,7.21,12.75,21.01,8.26
tgyt0okw,13,0,3,0,0,1,-1,0,0,1,0,1,-0.02,1,-0.002,0,0,0,0,1,-15,6,24,1,6.19,-1.96,14.02,15.98
xluifzfl,13,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,0,49.33,-3,-18.2,-15.2
kpo7dpw7,13,0,30,2,-10,1,-40.6,1,50.46,1,37.57,1,44,1,-33.203,1,-8.83,0,0,1,-5,6,24,0,88.67,220.6,315.4,94.8
79qn2mgn,13,0,9,1,-5,1,-24.728,1,17.57,1,0.75,1,2.5,1,-5.0112,1,-1,0,0,0,0,6,0,0,29.37,50.02,55.9,5.88
3rqszw2y,13,0,18,2,-10,0,0,0,0,1,8.05,1,0,1,-8.852,1,-0.67,0,0,0,0,6,0,1,6.2,72.47,85.2,12.73
26qqxpjj,13,0,30,1,-5,1,-10,1,12.8,1,4.9,1,0,1,-10.313,1,-0.5,0,0,2,-21,6,24,0,41.23,70.43,102.32,31.89
8fqgkizh,13,1,27,0,0,1,-25.179,1,12.01,1,3.2,1,5,1,-4.0231,1,-0.5,0,0,1,-15,6,24,0,18.41,18.2,51.11,32.91
hb9e1b5f,13,0,15,2,-10,0,0,1,4.54,1,4.79,1,2.73,1,-5.546,1,-0.91,0,0,1,-5,1,5.4,0,24.58,38.4,56,17.6
0g7sv439,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,5.4,0,11.73,-67.87,-39.87,28
037gym6i,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,24,1,6,-58.6,-52.6,6
1bfi45o2,13,0,30,1,-5,0,0,0,0,1,21,1,10,1,-17.179,1,-1,0,0,1,-7,6,24,1,6.2,115.79,176.81,61.02
1yc3rs1q,13,0,30,1,-5,1,-1.67,1,16.52,1,3,1,10,1,-5.706,1,-1,0,0,1,-7,6,24,0,21.52,4.21,72.35,68.14
u0fm0adl,13,0,27,1,-5,1,-38.29,1,28.48,1,0.5,1,0,1,-15.644,1,-1,0,0,3,-35,6,24,0,63.48,143.75,133.8,-9.95
4qopg1ub,13,0,15,0,0,0,0,0,0,1,0.22,1,0,1,-0.242,1,-1,0,0,0,0,5,2.4,0,18.54,-12.8,9.78,22.58
0mrw3gqi,13,0,3,1,-5,1,-0.33,1,0.77,1,0.4,1,2,1,-2.89,1,-1,0,0,2,-21,3,15,1,5.77,28.06,24.01,-4.05
idw6uw5h,13,0,12,1,-5,0,0,1,0.69,1,1.5,1,7.5,1,-2.348,0,0,0,0,1,-7,3,4.2,1,5.69,6.79,23.33,16.54
ag8yu9h7,13,0,15,1,-5,1,-3.916,1,6.17,1,3.75,1,0,1,-4.0794,0,0,0,0,2,-21,3,4.2,1,6.17,24.79,19.91,-4.88
5kipyxnx,13,0,21,1,-5,1,-11,0,0,1,-1.5,0,0,1,-6.098,1,-1,0,0,0,0,5,19.2,1,6.8,57.48,79.88,22.4
bieu6mpr,13,0,18,1,-5,0,0,0,0,1,2,1,10,1,-9.171,1,-1,0,0,3,-35,2,4.8,0,11.8,66.71,63.14,-3.57
fh8ly4jj,13,0,9,1,-5,1,-0.89,1,2.41,1,0.25,1,6,1,-3.278,1,-0.2,0,0,3,-35,1,5.4,0,12.61,21.01,9.9,-11.11
tgyt0okw,14,0,0,1,-5,1,-1.309,1,0.54,1,-0.2,1,-4,1,-0.4051,0,0,0,0,3,-35,6,16,1,5.54,14.02,-10.35,-24.37
xluifzfl,14,1,24,0,0,0,0,0,0,1,0.75,1,9,1,-1.555,1,-1,0,0,1,-15,6,0,0,46.28,-18.2,3,21.2
kpo7dpw7,14,0,30,2,-10,1,-35.4,1,48.98,1,17.45,1,-17.5,1,-34.893,1,-4.04,0,0,0,0,6,0,0,110.68,315.4,316.6,1.2
79qn2mgn,14,0,12,1,-5,1,-19.327,1,26.14,1,3,1,0,1,-7.2713,1,-1,0,0,1,-7,6,0,0,31.14,55.9,62.44,6.54
3rqszw2y,14,0,15,2,-10,0,0,0,0,1,9.02,0,0,1,-9.922,1,-0.3,0,0,0,0,6,16,0,11.8,85.2,116.8,31.6
26qqxpjj,14,0,27,1,-5,1,-20,0,0,1,15.6,1,10,1,-12.992,1,-0.5,0,0,2,-21,6,16,0,29.25,102.32,123.03,20.71
8fqgkizh,14,0,24,1,-5,1,-13.21,1,28.45,1,1.5,1,0,1,-8.685,1,-0.5,0,0,3,-35,6,16,0,34.65,51.11,64.87,13.76
hb9e1b5f,14,0,-30,1,-5,0,0,0,0,1,2.1,1,11.55,1,-3.465,1,-1.19,0,0,0,0,6,0,0,25.38,56,35.6,-20.4
0g7sv439,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,2.1,1,0.14,-39.87,-40.77,-0.9
037gym6i,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,0,1,5.2,-52.6,-43.4,9.2
1bfi45o2,14,0,12,1,-5,0,0,0,0,1,22.5,1,24.47,1,-23.078,1,-1,0,0,1,-7,6,0,1,7,176.81,206.7,29.89
1yc3rs1q,14,0,24,1,-5,1,-18.17,0,0,1,2.5,1,50,1,-12.568,1,-1,0,0,3,-35,6,0,0,5,72.35,82.11,9.76
u0fm0adl,14,0,24,1,-5,1,-34.33,1,23.08,1,-0.5,1,-10,1,-13.105,1,-1,0,0,2,-21,6,0,0,58.08,133.8,100.95,-32.85
4qopg1ub,14,0,6,1,-5,0,0,0,0,1,-0.4,1,-8,1,-0.238,1,-1,0,0,3,-35,5,1.2,0,18.77,9.78,-27.46,-37.24
0mrw3gqi,14,0,6,1,-5,1,-0.847,1,0.72,1,-0.15,1,-5,1,-1.9733,1,-1,0,0,3,-35,4,9,1,0.72,24.01,-9.24,-33.25
idw6uw5h,14,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,0.76,23.33,-22.67,-46
ag8yu9h7,14,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,16,0,13.39,19.91,-38.49,-58.4
5kipyxnx,14,0,12,1,-5,0,0,0,0,1,-1.5,1,15,1,-10.038,0,0,0,0,0,0,3,7.5,1,6.4,79.88,104.24,24.36
bieu6mpr,14,0,15,1,-5,0,0,0,0,1,-0.75,1,-5,1,-6.739,1,-1,0,0,1,-7,2,2.4,0,5,63.14,60.05,-3.09
fh8ly4jj,14,0,15,1,-5,1,-2.65,1,5.17,1,-0.2,1,1.5,1,-2.372,1,-0.2,0,0,3,-35,3,7.5,0,10.17,9.9,-1.35,-11.25
tgyt0okw,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,8,1,5.59,-10.35,-7.35,3
xluifzfl,15,0,3,0,0,0,0,0,0,1,0.9,1,10.35,1,-1.725,1,-1,0,0,2,-30,6,0,0,45.41,3,-15.47,-18.47
kpo7dpw7,15,0,30,2,-10,1,-74,1,44.42,1,30.7,1,0,1,-33.772,1,-3.95,0,0,1,-5,6,0,0,90.71,316.6,300.8,-15.8
79qn2mgn,15,0,-30,1,-5,0,0,0,0,1,0.2,1,-3,1,-2.464,1,-1,0,0,0,0,6,0,0,28.75,62.44,21.18,-41.26
3rqszw2y,15,0,12,2,-10,0,0,0,0,1,11.88,1,1.02,1,-13.17,1,-0.53,0,0,1,-5,6,8,1,0,116.8,121,4.2
26qqxpjj,15,0,24,1,-5,1,-19.415,0,0,1,6.13,1,6,1,-13.4745,1,-0.5,0,0,1,-7,6,0,1,0,123.03,113.77,-9.26
8fqgkizh,15,0,21,1,-5,1,-31.295,1,29.74,1,-3.95,1,-5,1,-7.0365,1,-0.5,0,0,2,-21,5,6.4,0,36.74,64.87,55.22,-9.65
hb9e1b5f,15,1,15,2,-10,1,-21.758,1,11.3,1,3.01,1,-1.57,1,-3.1582,1,-0.42,0,0,3,-25,2,4.8,0,23.1,35.6,19.6,-16
0g7sv439,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,1,3.8,1,6.95,-40.77,-79.17,-38.4
037gym6i,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,8,1,6.4,-43.4,-35,8.4
1bfi45o2,15,0,15,1,-5,0,0,0,0,1,10,1,-8.35,1,-21.835,1,-1,0,0,1,-7,0,2,1,5.4,206.7,195.92,-10.78
1yc3rs1q,15,0,15,1,-5,0,0,0,0,1,2.5,1,0,1,-9.461,1,-1,0,0,1,-7,6,8,1,0,82.11,85.15,3.04
u0fm0adl,15,0,24,1,-5,1,-28.39,1,6.94,1,1.5,1,-10,1,-9,1,-1,0,0,1,-7,6,8,0,41.94,100.95,86,-14.95
4qopg1ub,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,5,0.8,0,21.93,-27.46,-19.66,7.8
0mrw3gqi,15,0,3,0,0,1,-0.792,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,1.2,0,11.2,-9.24,-15.63,-6.39
idw6uw5h,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,0,12.24,-22.67,-11.27,11.4
ag8yu9h7,15,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,8,0,19.07,-38.49,-74.89,-36.4
5kipyxnx,15,0,9,1,-5,0,0,0,0,1,3,0,0,1,-11.124,1,-1,0,0,3,-35,2,1.6,1,7,104.24,72.72,-31.52
bieu6mpr,15,0,-30,1,-5,0,0,0,0,1,1,1,15,1,-4.105,1,-1,0,0,2,-21,5,0.8,0,5,60.05,20.75,-39.3
fh8ly4jj,15,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,4,6,0,10.69,-1.35,-51.35,-50
tgyt0okw,16,0,6,0,0,1,-0.649,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,0,5,-7.35,7,14.35
xluifzfl,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,20,0,61.75,-15.47,30.33,45.8
kpo7dpw7,16,0,30,2,-10,1,-53.4,1,56.85,1,48.64,1,-21.44,1,-35.145,1,-6.31,0,0,1,-5,6,20,0,102.85,300.8,331,30.2
79qn2mgn,16,1,18,1,-5,1,-20,0,0,1,0.45,1,1.5,1,-1.613,1,-1,0,0,0,0,5,2,0,18.43,21.18,22.32,1.14
3rqszw2y,16,0,12,2,-10,0,0,0,0,1,18.45,1,-5.72,1,-13.573,1,-0.16,0,0,2,-15,6,20,1,6.8,121,133.8,12.8
26qqxpjj,16,0,24,1,-5,0,0,0,0,1,6.5,1,9,1,-14.827,1,-0.5,0,0,1,-7,6,0,0,12,113.77,137.94,24.17
8fqgkizh,16,0,18,1,-5,1,-32.71,1,21.31,1,8.4,1,5,1,-7.022,1,-0.5,0,0,0,0,6,0,0,28.31,55.22,69.7,14.48
hb9e1b5f,16,0,6,1,-5,0,0,0,0,1,3.09,1,1.85,1,-2.554,1,-0.99,0,0,2,-21,2,4,0,17.43,19.6,10,-9.6
0g7sv439,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,3,12.5,1,6.37,-79.17,-54.47,24.7
037gym6i,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,7,-35,-31,4
1bfi45o2,16,0,24,1,-5,0,0,0,0,1,10,1,-5,1,-21.992,1,-1,0,0,0,0,6,0,1,6.8,195.92,203.73,7.81
1yc3rs1q,16,0,21,1,-5,0,0,0,0,1,2.5,1,0,1,-10.365,1,-1,0,0,2,-21,6,0,1,6,85.15,77.29,-7.86
u0fm0adl,16,0,12,1,-5,1,-20.63,1,11.42,1,1.5,1,-10,1,-7.529,1,-1,0,0,1,-7,6,20,0,36.42,86,84.76,-1.24
4qopg1ub,16,0,-30,0,0,1,-16.42,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,6.2,-19.66,-75.88,-56.22
0mrw3gqi,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,3,3.5,0,5,-15.63,-43.13,-27.5
idw6uw5h,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,6,0,1,5.92,-11.27,-67.27,-56
ag8yu9h7,16,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,8.22,-74.89,-81.89,-7
5kipyxnx,16,0,18,1,-5,0,0,0,0,1,-2.5,1,-10,1,-7.322,1,-1,0,0,2,-21,6,0,1,6.6,72.72,50.5,-22.22
bieu6mpr,16,1,9,1,-5,0,0,0,0,1,-1,1,5,1,-2.875,1,-1,0,0,1,-7,3,12.5,0,5,20.75,35.38,14.63
fh8ly4jj,16,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,16,1,6.26,-51.35,-47.35,4
tgyt0okw,17,0,15,1,-5,0,0,1,1.7,1,-0.25,1,5,1,-2.345,0,0,0,0,2,-21,6,0,1,6.7,7,5.11,-1.89
xluifzfl,17,0,30,1,-5,0,0,0,0,1,2.75,1,-58,1,-0.008,1,-1,0,0,0,0,6,0,0,59.95,30.33,4,-26.33
kpo7dpw7,17,0,30,2,-10,1,-56.54,1,48.89,1,51.5,1,67.28,1,-46.213,1,-5.92,0,0,1,-5,6,16,0,104.49,331,426.6,95.6
79qn2mgn,17,0,21,1,-5,1,-12.79,1,15.32,1,0.6,1,6,1,-4.745,1,-1,0,0,1,-7,5,12.8,0,22.12,22.32,54.31,31.99
3rqszw2y,17,0,21,2,-10,0,0,0,0,1,14.48,0,0,1,-15.928,0,0,0,0,1,-5,6,0,1,6,133.8,144.35,10.55
26qqxpjj,17,0,21,1,-5,0,0,0,0,1,-7.5,1,6,1,-15.244,1,-0.5,0,0,1,-7,6,16,0,5,137.94,150.7,12.76
8fqgkizh,17,0,27,1,-5,1,-23.44,1,40.96,1,5,1,15,1,-12.922,1,-0.5,0,0,2,-21,4,2.4,0,47.96,69.7,104.2,34.5
hb9e1b5f,17,0,21,1,-5,1,-13.67,1,7.4,1,1.97,1,0,1,-2.17,1,-0.53,0,0,1,-7,2,3.2,1,7.4,10,15.2,5.2
0g7sv439,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,2,3.2,1,7.19,-54.47,-80.27,-25.8
037gym6i,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,1,7,-31,-6,25
1bfi45o2,17,0,27,1,-5,0,0,0,0,1,30,1,15.73,1,-27.146,1,-1,0,0,2,-21,6,0,1,5.6,203.73,227.91,24.18
1yc3rs1q,17,0,-30,1,-5,0,0,0,0,1,-2,1,0,1,-4.029,1,-1,0,0,1,-7,6,0,1,6.8,77.29,35.06,-42.23
u0fm0adl,17,0,30,1,-5,1,-14.56,1,22.56,1,0.89,1,5,1,-12.365,1,-1,0,0,1,-7,6,16,0,47.56,84.76,124.29,39.53
4qopg1ub,17,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,5.2,-75.88,-66.68,9.2
0mrw3gqi,17,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,5,1.6,1,0,-43.13,-107.53,-64.4
idw6uw5h,17,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,1.01,-67.27,-118.27,-51
ag8yu9h7,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,20.24,-81.89,-73.69,8.2
5kipyxnx,17,0,12,1,-5,0,0,0,0,1,6,1,-5,1,-5.85,1,-1,0,0,2,-21,6,16,1,6,50.5,52.65,2.15
bieu6mpr,17,0,-30,0,0,0,0,0,0,1,-0.27,1,5.11,1,-1.022,1,-1,0,0,2,-30,5,1.6,0,5,35.38,-15.2,-50.58
fh8ly4jj,17,0,15,0,0,1,-6.886,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,5,12.8,0,10.2,-47.35,-47.24,0.11
tgyt0okw,18,0,-6,0,0,1,-1.87,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,0,5,5.11,10.24,5.13
xluifzfl,18,0,21,1,-5,0,0,0,0,1,1,1,21,1,-4.2,1,-1,0,0,3,-35,6,24,0,65.45,4,30.8,26.8
kpo7dpw7,18,0,30,2,-10,1,-88.78,1,67.56,1,40,1,22.69,1,-48.807,1,-5.26,0,0,2,-15,6,0,0,92.96,426.6,424.4,-2.2
79qn2mgn,18,0,15,1,-5,1,-16.85,1,28.48,1,2,1,20,1,-9.794,1,-1,0,0,0,0,5,19.2,0,35.08,54.31,112.95,58.64
3rqszw2y,18,0,21,2,-10,0,0,0,0,1,-7.77,0,0,1,-14.758,0,0,0,0,1,-5,6,0,1,6.2,144.35,134.02,-10.33
26qqxpjj,18,0,18,1,-5,0,0,0,0,1,16.3,1,-2.5,1,-17.75,1,-0.5,0,0,1,-7,6,24,0,5,150.7,181.25,30.55
8fqgkizh,18,0,21,1,-5,1,-45,1,15.03,1,-4.5,1,15,1,-10.073,1,-0.5,0,0,1,-7,6,24,0,26.29,104.2,118.36,14.16
hb9e1b5f,18,0,15,1,-5,0,0,1,2.1,1,1.37,1,1.01,1,-2.968,1,-0.71,0,0,2,-21,2,14.4,0,15.64,15.2,24.8,9.6
0g7sv439,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,14.4,0,12.01,-80.27,-55.07,25.2
037gym6i,18,0,21,1,-5,0,0,1,0.6,1,1.06,1,16.5,1,-2.816,1,-1,0,0,3,-35,6,24,0,12,-6,24.74,30.74
1bfi45o2,18,0,21,1,-5,0,0,0,0,1,36,1,0,1,-27.991,1,-1,0,0,1,-7,6,24,1,6.6,227.91,274.52,46.61
1yc3rs1q,18,1,12,1,-5,0,0,0,0,1,-2,1,-40,1,-0.006,1,-1,0,0,2,-21,6,0,1,6,35.06,-16,-51.06
u0fm0adl,18,0,27,1,-5,1,-46.816,0,0,1,-0.5,1,5,1,-10.3974,1,-1,0,0,1,-7,6,24,0,5,124.29,114.57,-9.72
4qopg1ub,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,5.6,-66.68,-73.08,-6.4
0mrw3gqi,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,2,4.8,1,6.4,-107.53,-101.33,6.2
idw6uw5h,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,0,6,1,7.31,-118.27,-131.07,-12.8
ag8yu9h7,18,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,1,9.94,-73.69,-100.69,-27
5kipyxnx,18,0,12,1,-5,0,0,0,0,1,1,1,30,1,-9.065,1,-1,0,0,1,-7,5,2.4,1,5.2,52.65,81.19,28.54
bieu6mpr,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,0,5,-15.2,-1.2,14
fh8ly4jj,18,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,19.2,1,0,-47.24,-79.04,-31.8
tgyt0okw,19,0,15,1,-5,0,0,1,2.02,1,0.25,1,5,1,-2.751,1,-1,0,0,1,-7,6,16,1,7.02,10.24,37.76,27.52
xluifzfl,19,0,9,1,-5,0,0,0,0,1,5.1,1,-39,1,-0.09,1,-1,0,0,1,-7,6,0,0,71.5,30.8,-3,-33.8
kpo7dpw7,19,0,30,2,-10,1,-56.32,1,69.62,1,22.89,1,-20,1,-46.059,1,-4.53,0,0,0,0,6,16,0,115.62,424.4,432,7.6
79qn2mgn,19,0,21,1,-5,1,-31.328,0,0,1,0.6,1,6,1,-10.4222,1,-1,0,0,2,-21,6,16,0,11.6,112.95,99.4,-13.55
3rqszw2y,19,0,27,2,-10,0,0,0,0,1,-7.55,1,13,1,-15.647,0,0,0,0,1,-5,6,0,1,6.4,134.02,142.22,8.2
26qqxpjj,19,0,30,1,-5,0,0,0,0,1,10,1,7.5,1,-22.375,1,-0.38,0,0,3,-35,6,16,1,0,181.25,182,0.75
8fqgkizh,19,0,27,1,-5,1,-16.599,0,0,1,2.5,1,0,1,-12.6261,1,-0.5,0,0,2,-21,6,0,1,0,118.36,92.13,-26.23
hb9e1b5f,19,0,18,1,-5,1,-11.26,1,15.92,1,-2.12,1,0,1,-4.034,1,-0.31,0,0,1,-7,5,1.2,0,21.72,24.8,36,11.2
0g7sv439,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,2,2.4,1,5.23,-55.07,-96.67,-41.6
037gym6i,19,0,18,1,-5,1,-0.66,1,13.72,1,2.54,1,-40,1,-1.334,0,0,0,0,3,-35,6,16,0,18.72,24.74,-1.99,-26.73
1bfi45o2,19,0,24,1,-5,0,0,0,0,1,43.5,1,10,1,-34.702,1,-1,0,0,3,-35,6,0,1,6.4,274.52,282.72,8.2
1yc3rs1q,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,0,1,6.8,-16,-50.2,-34.2
u0fm0adl,19,0,-30,1,-5,0,0,0,0,1,-0.5,1,-20,1,-5.907,1,-1,0,0,1,-7,6,16,0,5,114.57,66.16,-48.41
4qopg1ub,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,16,1,6,-73.08,-31.08,42
0mrw3gqi,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,7.2,0,11.4,-101.33,-76.73,24.6
idw6uw5h,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,8.22,-131.07,-138.07,-7
ag8yu9h7,19,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,16,0,16.73,-100.69,-67.89,32.8
5kipyxnx,19,0,24,2,-10,0,0,0,0,1,6,1,10,1,-11.119,1,-1,0,0,1,-5,5,1.2,1,5.2,81.19,100.47,19.28
bieu6mpr,19,0,12,1,-5,0,0,1,3.48,1,1.39,1,0,1,-1.067,1,-1,0,0,1,-7,5,1.2,1,8.48,-1.2,7.8,9
fh8ly4jj,19,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,1,6.2,-79.04,-98.84,-19.8
tgyt0okw,20,0,0,1,-5,1,-2.22,1,4.58,1,1.5,1,0,1,-3.662,1,-1,0,0,1,-7,6,8,1,4.58,37.76,32.96,-4.8
xluifzfl,20,0,18,0,0,0,0,0,0,1,-0.75,1,0,1,-1.425,1,-1,0,0,3,-50,6,0,0,73.15,-3,-38.17,-35.17
kpo7dpw7,20,0,30,2,-10,1,-100,1,33.14,1,38.51,1,-11.5,1,-41.215,1,-3,0,0,3,-25,6,0,0,60.72,432,349.94,-82.06
79qn2mgn,20,0,27,1,-5,0,0,0,0,1,0.6,1,3,1,-12.5,1,-1,0,0,3,-35,6,0,1,0,99.4,76.5,-22.9
